cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23
271,0.0001570494592276460,0.0,0.0,0.00017489560112718800,8.13878308432081E-05,0.0002907472919584050,0.0006326484232090880,0.003493597856620930,0.0061116589415146900,0.005328776547524280,0.004675229343533290,0.0062968525608446100,0.005155715749324400,0.003231046662263880,0.005421264159940870,0.0063752424879737800,0.006829136887308010,0.00823538073796129,0.00596246987967757,0.00380787763599926,0.0032971637178008100,0.0018556649261114800,0.0011029026479798100,0.000370405723584088
272,2.83867640412897E-05,0.0,0.0,0.0013358564009645700,0.0006679282004822870,0.00016573052134638100,0.0008390034172199950,0.005223119125984470,0.011629833891906700,0.00903584972654304,0.008949931463193020,0.011050471255203500,0.009094265773794200,0.0076955479292789000,0.0067464344550882400,0.009527267995369050,0.009641481399112860,0.013854534715874400,0.00832983601686769,0.006283632754879070,0.004624405416363390,0.002944398126865820,0.0017081420235396900,0.0004052641841336930
273,0.0,0.0,0.0,0.0005561358774661910,0.00027806793873309500,8.12368000730321E-05,0.000489039597930693,0.002676386666827530,0.007042180386910290,0.00587817297794137,0.004442995540108650,0.004880314466184760,0.0037898785267213400,0.003763599993487890,0.004590905899817890,0.005571823998133210,0.005571823998133210,0.008182733182917740,0.005098543718232550,0.003671843978211450,0.0022200858099183300,0.0014780367015265600,0.0007436679058842720,0.00013903396936654800
274,7.79138964054378E-06,0.0,0.0,0.0008940916473606910,0.0004431501288600740,1.94078988042297E-05,0.0004965505829916800,0.003065130440634470,0.008314628543867650,0.005806919048302090,0.004555949018443790,0.006093538373241450,0.005360128766208400,0.004843688271911950,0.004675825194578980,0.006109240788633480,0.006177534616327950,0.00902703351877419,0.005585388364174550,0.004296845925152880,0.002820768862504890,0.0019164323396094200,0.0010844823834288000,0.00023715784371112400
275,4.78191948115977E-05,0.0,4.78191948115977E-05,0.00027861229726437600,0.000139306148632188,5.25081932694052E-05,0.0003930183113317410,0.0020555640067474700,0.0037834138244522900,0.0033097815029764000,0.003457490660993040,0.0039438622568399000,0.0034331566580669500,0.002912922718500200,0.00289319080651172,0.003755893704327740,0.0034539343449690600,0.004878397812393240,0.0035124089529166800,0.002965958627485790,0.0014868954620848300,0.0011937374113367000,0.00047888789835347800,0.00021406319129668100
276,4.43224217910215E-05,0.0,4.43224217910215E-05,1.00042988321381E-05,5.00214941606901E-06,4.43224217910215E-05,0.00022411318366314200,0.0010419253735658100,0.0013328706513922800,0.0014876506661840600,0.0018572364887604400,0.0018329226646336900,0.0015176635626804700,0.0012835460801851900,0.0013446791019788500,0.0018079119175533500,0.0014533325432251700,0.0020913539712557200,0.0018004086934292400,0.0015319730879750800,0.0005987011556555910,0.0005911979315314880,9.86491424141811E-05,0.00013546834008109900
277,4.95023361642692E-05,5.35306097010006E-05,3.91882813278007E-06,0.0,0.0,3.91882813278007E-06,6.76651104498883E-05,0.00031122966674974300,0.0018232577669142600,0.0035214001938007900,0.002666828411237230,0.003080967856840450,0.0031329576975538300,0.0025405272540064700,0.0026546503460506700,0.0025798972232326,0.003871869915148810,0.0022835924740736900,0.0021556795533011800,0.0012538609561718400,0.000400604307691812,7.60926083019053E-05,0.00032150361396223500,0.00012152656330546600
278,0.0002513312288124030,0.00022345685882016000,4.62253252081602E-06,2.43344908241479E-05,3.18957306795129E-05,0.00011067633655853100,0.0007263519484551950,0.002974383583004790,0.00667991932264835,0.0100798546782152,0.009967280087866590,0.011893619051889600,0.008621684367857210,0.00716719686065117,0.008851614947909880,0.009575536481512670,0.011263183890934400,0.010383139594974800,0.009929470521816370,0.0070219183138880800,0.00545099798880478,0.002613725901117420,0.0014070736354352600,0.000833002028602552
285,2.5362584567735E-05,8.72990827903575E-05,2.21267575801625E-06,3.57521266019063E-05,7.15042532038127E-05,0.0,8.58080909911878E-05,0.0004381444907261610,0.001567738355119490,0.0016090420288338900,0.0014314563848992000,0.0015328566203069100,0.0014600464786352800,0.0012989084765012900,0.001153281482953080,0.001770000692443620,0.001846412539869790,0.001710713853648960,0.0019283475786359100,0.0010193445200126200,0.0005700724474536960,0.00031520461256956300,0.00027345433632290200,0.00011793600156930000
286,0.0002906036334999630,6.01142816377129E-05,0.00010046373595749200,9.1955771941224E-05,0.00018032988795284200,0.00011751425522392300,0.0006322539439775500,0.0017940377579554200,0.00618085857335262,0.008781267447867810,0.007471647949835160,0.008171153402732650,0.007008100863214670,0.006290020695398590,0.006915987764635940,0.007329632596539370,0.009402090251530030,0.00898494917619192,0.008435979015384550,0.00528135758489962,0.003702112491858880,0.0017060418262101600,0.0007591153867161290,0.0005903772226695010
288,8.58046685799415E-08,0.0,0.0,2.2612316617655E-06,2.26123166176557E-06,1.16115090832028E-06,8.04378394843645E-06,6.01676403748015E-06,4.40559884815191E-05,6.21501100806022E-05,6.20264375120778E-05,5.63544244076915E-05,4.84416458502864E-05,4.69458128775627E-05,4.2711298637209E-05,6.63073562622926E-05,7.66603086411302E-05,7.67201750085956E-05,5.16850862607054E-05,2.67984045950444E-05,1.52158983305044E-05,1.1540370059637E-05,1.36968631028503E-05,3.39184749264825E-06
289,0.00010552572704935100,1.31028228361909E-05,1.01625332690256E-05,0.00014710117764484700,0.00015146878525691100,8.73807132777026E-05,0.0006365570218670480,0.0012218626499692100,0.005405291164088610,0.006986325020175560,0.006710358845420460,0.006574085665430750,0.005638538904187910,0.0050607877661462400,0.004826619617949900,0.006555928841078780,0.0075914022169398600,0.007877725690284500,0.00547533787940787,0.003711294595915200,0.002434316974285930,0.002002049936617920,0.0012617724283490600,0.0004678135399424210
388,3.55936275986525E-05,2.04781148895987E-06,0.0,0.0003276904361869280,0.00014933749455450800,4.96511508564072E-06,0.00039293108363596100,0.001295257708476110,0.00449310086694434,0.0028334459144663300,0.0023381792799057700,0.002952725082862020,0.0026773733713889000,0.002226515648435190,0.002287741556544020,0.0029337595703788400,0.0029566586395082200,0.004287556520220320,0.003051579363706490,0.002189366940302590,0.0017197306475253300,0.0008438133814901020,0.0004260912881674810,0.00013927782195381900
389,1.29070123150748E-05,0.0,0.0,0.0012865185105591100,0.0006368057491220170,6.5682831493747E-05,0.0007538122734861340,0.004328196108672100,0.011184592583443200,0.007932298156531250,0.00731160777487402,0.009289760169612720,0.00795740506860801,0.006973788290826600,0.005951378064007810,0.008384423366348580,0.008371516354033510,0.01238474437469050,0.007510395959491800,0.005765552511235570,0.004119078248645780,0.0026300910403712000,0.0014873061479761400,0.0003442168991911580
390,0.0,0.0,0.0,0.0004373820275554690,0.0002186910137777340,0.00010525235627383100,0.0007032002357451530,0.0034736192747903200,0.008353912564219050,0.009118179527329800,0.0066443312380352600,0.007973093799084430,0.005291771069074140,0.005409382660447760,0.00802729882528782,0.007511047814273500,0.008509874422998590,0.011087153369773300,0.007191849734698440,0.004454390404618980,0.0028954394178772100,0.0017351119273461300,0.0008794865502596870,0.0002856090260756480
391,2.60499358871345E-05,0.0,2.04680867863537E-05,0.000577712010874484,0.0002758310374936750,1.77325520692401E-05,0.0005463357768438980,0.0023157109253215300,0.007337503117960150,0.005129613701169340,0.003810405302078780,0.004766637902162410,0.004132991102383160,0.003823161757435680,0.004224845408147330,0.005168266030550070,0.005193507565488190,0.007723218563128330,0.00511416223696538,0.003920037333269300,0.002561625314883570,0.0014532051982171300,0.0007575581158960720,0.00021048347730746000
392,4.21123392217162E-05,0.0,3.69967165473407E-05,0.00024791672387992700,0.00012140055060277600,3.69967165473407E-05,0.00040460690330333800,0.0019830428929705800,0.004201396766602390,0.0036360644707550400,0.003524897862081140,0.0038482162308170400,0.0033759711833239500,0.0032066937680878000,0.0030487358890595100,0.0041667749757805800,0.0036445755969950200,0.005473477667244060,0.004118700251704270,0.003199305678668770,0.0018461860322655400,0.0012684845071884900,0.0005024633834501870,0.0002231493452760970
393,4.37397970412171E-05,0.0,4.08484686524282E-05,0.0,0.0,4.08484686524282E-05,0.0002927896459068650,0.0013919890221444300,0.002088790238305960,0.002492606907076970,0.0030734712506754100,0.002906919198934000,0.002464535467749920,0.0024783491304303800,0.0020623944477837700,0.003002723759055740,0.0022942172986342300,0.0036392911447464900,0.0030922238563551700,0.0024274101498234500,0.0013963028230419000,0.0009046947628903740,0.0002812692809068770,0.00018876492321792400
394,2.40320629846707E-05,0.0,2.40320629846707E-05,0.0,0.0,2.40320629846707E-05,0.00037144308023032400,0.0013453646285998400,0.002317860082351230,0.002748256979974510,0.0031235474455174700,0.0029095018144823000,0.00290802276444868,0.002729696240409400,0.002483044234829460,0.0033306329587888900,0.002559804650304850,0.004087521543124270,0.003233687865641460,0.002592358069434120,0.0017278227997059300,0.0007824094416642450,0.0005064226602371540,0.00015353057526136900
395,3.04225991184336E-06,0.0,7.72015121714822E-07,0.0,0.0,2.33027157328823E-05,0.0001901705590124690,0.0008565560738036090,0.0013848792830726200,0.0016621086908685900,0.001705931898024160,0.0017518931139717700,0.0018785440871415500,0.0016184156568408200,0.001566531747828330,0.0018330782540174900,0.0014454605013330800,0.0022596876241527300,0.0018261554669601,0.0014476994424965300,0.0010833015436322100,0.0003704625460308900,0.00039844315039486000,7.75258451760586E-05
397,0.0001476015263305020,0.0001221948132151640,3.11344137914522E-05,5.12720159209891E-06,3.38208707315528E-05,4.9529809680433E-05,0.0002028547425002310,0.001521452589556550,0.005724577399377680,0.009683914333182610,0.008252237682956960,0.008998869955480090,0.009193653703942900,0.006923664616586070,0.007763105314727790,0.009122089951917150,0.01123958746454020,0.008093920522860190,0.008529816706834290,0.004759591335386400,0.0020153177045142300,0.0009098130860279720,0.0010301206019448100,0.0003234953605759910
401,0.0,0.0,0.0,8.8091531543746E-05,0.00017618306308749200,0.0,8.8091531543746E-05,0.0005285491892624760,0.0019380136939624100,0.0007047322523499680,0.000969006846981206,0.0010570983785249500,0.0009690068469812060,0.0013213729731561900,0.0007047322523499680,0.0015856475677874300,0.0016737390993311700,0.0015856475677874300,0.0011451899100687000,0.0009690068469812060,0.0007928237838937140,0.00035236612617498400,0.00017618306308749200,0.0
402,2.99687704327921E-07,1.19875081731175E-06,0.0,8.36077495140566E-05,0.00016721549902811300,0.0,8.39074372183846E-05,0.0005028452479016520,0.0018429667417611800,0.000688107346446612,0.0009448071738517620,0.0010253267900821600,0.000938031531875798,0.0012712637791147100,0.0006832210869369900,0.0015192985820775600,0.0016105810366805600,0.0015303611081544900,0.0010972726381106400,0.0009346437108878160,0.0007530691210351660,0.000340216320678832,0.00016811456214109700,5.99375408655842E-07
403,7.45383192987164E-05,1.98996843153225E-05,0.0,3.60447126978314E-05,5.21897410803404E-05,3.72691596493582E-05,0.00011311324097783500,0.00045501606409194900,0.001248294501642750,0.0011917564288854400,0.001194938295643270,0.0013207283036582900,0.0007321594162975210,0.0013167356770168900,0.0013877327835030800,0.00161418767801386,0.0015700208040075200,0.0012060217115207500,0.0011003364673303100,0.0011971492188377400,0.0006004193618348010,0.0003878644867702840,0.00017900748014865000,1.74920452226114E-05
404,0.00012437963274334200,0.00015687087747975700,0.0,7.84354387398784E-05,0.0,6.21898163716711E-05,0.0004543670100710630,0.0016031870778791900,0.003938098189678200,0.004831553462840230,0.004567568757942430,0.004957839523612700,0.0017782906360723500,0.005222763781151510,0.005437125373872660,0.005982279958677480,0.004543750731026710,0.004482366529410990,0.004214568968454940,0.005035308086964470,0.0019006832104704900,0.001771523846280790,0.000768108765030577,8.32151701862382E-05
405,2.03498167425973E-07,8.13992669704033E-07,3.75665111461259E-05,5.7165287911801E-07,9.03878084442076E-07,1.19713836896972E-07,2.08728497231098E-05,0.00011968481611960000,0.0005235955805580810,0.0005097477084426040,0.00040896075375011800,0.0004302357816033520,0.00022480086816053600,0.0002822617031134380,0.0002586245127491510,0.00013512558812284100,0.0004354320810237840,0.0002685070550021130,0.0001861103271786950,1.48857424526162E-05,7.06094307288503E-05,2.3962031605921E-05,4.14325879372564E-06,7.66137845542862E-07
406,0.00014860109709039600,1.06668296126764E-05,2.74506560954545E-06,1.55756233964823E-05,3.42247440646333E-05,4.73892358871971E-05,0.00023202044967520500,0.0011047269501287900,0.0043006431935726200,0.004710910242351270,0.004683247323173210,0.005594972200821630,0.00495341064368148,0.003874277029202240,0.0034815495216229600,0.0043115100751124200,0.005272807120330740,0.006059423374165800,0.003981700685528730,0.0036319503324427000,0.002942738623153630,0.0024202913068276600,0.0006883852857114100,0.00043188807495310500
501,0.0002614402097811100,1.59014559948602E-05,0.00016969219292262100,0.0002140565530834070,0.00023976895246234500,0.00012389295579178300,0.0003708221580823210,0.0033025316009133400,0.009590235278193040,0.014678129926932500,0.016659105215701700,0.018145991158525900,0.015026152720142200,0.014124099706297700,0.013303064086757400,0.01353448535053060,0.014547363924941700,0.013597262652008500,0.013610696656974300,0.00959953879388279,0.00607417642411325,0.006072709633632610,0.001988909583616860,0.0013867931506588400
502,0.001427884598547190,2.20925769922604E-05,3.41452114503909E-05,8.00625978573267E-05,0.00016890475233363900,0.00035120987402317700,0.0013743914189644200,0.00263575488885164,0.012075007100411400,0.02207380543144820,0.022664614382916900,0.023233290087472300,0.020537837564685100,0.017214255356511000,0.017654737300488200,0.01744334521023480,0.01952680685175910,0.020436557788591700,0.015934447283271600,0.01537144300994490,0.006764514673461000,0.007449746661798630,0.00458845220132665,0.0016339109555195000
503,0.0,8.44196197735671E-05,0.0,6.09637585163097E-05,0.0,1.90303359291857E-06,0.0005196386551435530,0.0011714245127042000,0.002173836256964330,0.004538222595189510,0.003688287010857900,0.006037825604822470,0.00387489269519763,0.003177677247647360,0.0021681584532347400,0.002124836734061540,0.002662372751894600,0.002864730324108170,0.0031283060196595700,0.0025030613869795400,0.0012418534154577700,0.000434664084985306,0.00010839146437138800,9.82913471443389E-05
504,7.01773011786419E-05,4.63740392253474E-05,0.0,1.95871578833777E-05,0.0,1.1026708902454E-05,0.00023382469721323200,0.0010673074590158600,0.002291231919534160,0.0026823430253610400,0.002728122952653170,0.003667710812304240,0.0031071470216364000,0.001912679106347080,0.002379868667667920,0.002095691952772000,0.0025336796492373200,0.0027170434510175200,0.002985432812364330,0.0018167326949198700,0.0012708747809196300,0.0005663134225214750,0.0002775878176795940,0.00012787381077724100
505,0.00011479872201944200,2.86205293109537E-05,0.0,5.77091207648236E-05,7.57286836447241E-08,8.96658014638795E-06,0.0005909357671498170,0.0011899548143818400,0.005178200548678670,0.0036256357927010200,0.003426307753965080,0.003699324923242390,0.0033901378305104300,0.0022250799808250300,0.003169868789993190,0.003290499095036570,0.0034800577092075400,0.004450361449410690,0.004189035900152610,0.002748998035649330,0.0023270228444634400,0.0007675061770837110,0.00030354294876927900,0.00017239424975879800
506,4.10771106026953E-06,1.2143579319881E-06,0.0,6.1488449277486E-05,2.99047270405963E-05,7.16943819700848E-05,0.0003334892752419470,0.0011265189399999600,0.002966438731547160,0.0036098254996804400,0.004608816447502030,0.004131314559543120,0.002580444736493920,0.0018981085452455600,0.002147568841423910,0.0029821841101245800,0.0031333511367504300,0.0035206735525033200,0.002878288147328570,0.0017365460059348400,0.0013577601482269000,0.000696949218659929,0.00026445203577412600,2.07390697768611E-05
507,0.0,0.0,0.0,0.0003192507366050530,0.0001596253683025260,0.00012315826546621200,0.0007329164680675280,0.003573843862083390,0.00827189992421454,0.00998391750094297,0.007468331465471510,0.008894654825396820,0.005539187793159330,0.005692685891012270,0.008922176693549660,0.0076339272169120800,0.009085878180414200,0.011218769090544000,0.007306671187132940,0.0045492754374702200,0.002899158268599100,0.0016547791085097500,0.0008511684234994480,0.00029937327519585500
508,9.62765900901613E-06,0.0,0.0,0.00033636809054322700,0.00016337021576710500,7.12580469651802E-05,0.0004257531718555180,0.0021410895430099100,0.005763490298249010,0.0053109355719507700,0.004335137630086380,0.004746241625901940,0.003342618007239720,0.0032174597698191200,0.0042696017789325100,0.004269919589496930,0.0047466217339508300,0.00615507700532119,0.0038757982437600900,0.0031858104030909200,0.0018156825123864800,0.0010678194907104900,0.0005690837670611150,0.00010896722127181700
509,0.00011839425603373100,5.60419637748702E-06,1.22326790571998E-05,0.00012475761883475000,4.12213401197892E-05,2.93376404625136E-05,0.0005853163661808230,0.0017665412806680400,0.005325562753262460,0.00448494398548264,0.004667877774430080,0.004651105994895170,0.0036970033703179000,0.0033974079796907300,0.0036276671169271800,0.004461555407206440,0.004078181355032430,0.005591680706698830,0.004421897885890420,0.0033303288033322100,0.0024943315221487100,0.0010808317984204400,0.00042069148883012200,0.00026016990858225300
510,5.02497871120381E-05,0.0,5.02497871120381E-05,0.0,0.0,5.02497871120381E-05,0.00037416718617384400,0.0017854702931255900,0.0027469620783074100,0.0032935533841833300,0.004064306432920600,0.00381408364371511,0.0032774960683178400,0.003341571417224530,0.002689427551286240,0.004013133266423510,0.0030419455259002700,0.004760903182109020,0.004135589827344640,0.0031981840159610500,0.0018895350171407200,0.0011751881078720000,0.00039219957458524000,0.00025050501753657600
511,3.86377971803313E-05,0.0,3.69957474069647E-05,0.0,8.36583299026333E-06,2.9301036524405E-05,0.0004176869637551240,0.001911594406786270,0.003516298751584170,0.0042040759409702900,0.005110518657992470,0.004747275503985470,0.004101096352246820,0.0046346165562684100,0.003267162914406360,0.005068286051254820,0.0037338431053702900,0.0060707229710853100,0.005311907605961690,0.00394246055693492,0.00290675292099448,0.0014190191007466000,0.0006260706165546060,0.0002763625859279610
512,3.403233720113E-05,0.0,1.74569432924682E-05,0.0,6.16438658460376E-06,5.66347883008954E-05,0.000580387914141402,0.0026010201821660700,0.004942208793912580,0.006066531083933130,0.007181613597795730,0.006631666074193690,0.00597498963917349,0.0067677109119535200,0.004612602557075980,0.007080649363101210,0.005143984276926430,0.008728727797580810,0.007379350635761620,0.005490660054781700,0.004361394252810540,0.0018774794228635500,0.0010627351344968500,0.00035621774747783300
513,0.00015615279569933800,1.68713271528728E-05,4.05155795813345E-05,1.62878006136504E-05,0.0001094303180506430,9.63643528695576E-05,0.0005985094697550330,0.0025758724234112700,0.005281782067680780,0.007441365178395480,0.00706452591259112,0.007446488754438180,0.006294236887372170,0.006530720087264800,0.005656032744486860,0.006789123663350840,0.006706652222417070,0.008845296426525930,0.007863816677076780,0.005317386068463520,0.004205295731520860,0.0019433588087599100,0.0009140275283837750,0.0005871098178762250
514,7.17207302840622E-05,7.39517926001002E-07,0.00015627320033732600,6.31035504164504E-06,7.27155057477489E-05,0.00011681244386258000,0.0005089654118191620,0.0022277546786444200,0.00458060167387463,0.005241388217962040,0.0053359839205525200,0.005736800633034470,0.004488493845409520,0.004444360275006560,0.0045751100390753900,0.00571199321419266,0.005776810438870900,0.005407855163721450,0.005665111433378210,0.004362192286497120,0.0027894428061529900,0.0013155658321233100,0.000526589749575014,0.0002971623071524630
515,4.9914293016925E-05,9.70136364561843E-05,0.00020413889702315600,2.56116016184101E-05,0.00016937143323238000,7.28781178810409E-05,0.0004994210213579290,0.0018788325682387300,0.006068093245268190,0.00562019176574956,0.005794808481325970,0.007076505498573590,0.0057701394892379600,0.005926488468965210,0.005471044679122040,0.006327535422779400,0.00803578428878843,0.005383065503534500,0.007198752408670500,0.005218378263305830,0.004604050016150930,0.0014542688488183200,0.000872164450711792,0.00037768057128779900
516,0.00011882624471576700,3.28340160628222E-06,3.25375656917019E-05,1.09446720209405E-06,3.3632032893796E-05,8.30963299154332E-05,0.00014285715364377500,0.00046624223108362600,0.0015462276122104200,0.0017972879157066300,0.0016318869262961100,0.0018377204335636500,0.0013677700251816300,0.0016298141012867900,0.001968669763308020,0.0018323899880682500,0.0024555703890717700,0.0012744833786401600,0.001685213151844980,0.001510168187596570,0.001150089099279060,0.0004265167835076630,0.00019493710061776200,4.87965453677053E-05
517,5.03182521980263E-05,5.11555741354441E-05,6.1680389595985E-05,5.28361722953267E-05,0.0001503008761414900,0.0001497853413395230,0.00032387700925703000,0.0014577924764967000,0.005399198640835510,0.005286501549599720,0.0052240343541973500,0.005323703131993570,0.004018887338473520,0.004207564939949570,0.004440579288373600,0.005620002281126970,0.006240070997701710,0.0058602005497081400,0.005233436842034630,0.004277022251875450,0.0032771632158079600,0.0010779454251818600,0.0006280692932147600,0.00021725239557210700
518,0.0,0.0,0.0,4.38987050736337E-05,8.77974101472675E-05,0.0,4.38987050736337E-05,0.00026339223044180200,0.0009657715116199420,0.00035118964058907000,0.00048288575580997100,0.0005267844608836050,0.00048288575580997100,0.0006584805761045060,0.00035118964058907000,0.000790176691325407,0.0008340753963990410,0.000790176691325407,0.0005706831659572390,0.00048288575580997100,0.00039508834566270400,0.00017559482029453500,8.77974101472675E-05,0.0
519,0.0,0.0,0.0,7.47633536014664E-05,0.00014952670720293300,0.0,7.47633536014664E-05,0.00044858012160879900,0.001644793779232260,0.0005981068288117320,0.000822396889616131,0.0008971602432175980,0.000822396889616131,0.001121450304022000,0.0005981068288117320,0.0013457403648264000,0.001420503718427860,0.0013457403648264000,0.0009719235968190640,0.0008223968896161310,0.0006728701824131980,0.00029905341440586600,0.00014952670720293300,0.0
520,0.0,1.12937581830586E-08,0.0,7.9420879174028E-05,0.0001588304645898730,0.0,7.94434666903941E-05,0.0004765930375932660,0.001747394866926810,0.000635621142951343,0.0008738498991988780,0.0009532877190101800,0.0008736635521888570,0.0011915672971695400,0.0006356437304677090,0.0014298525222079900,0.0015091435231629100,0.0014297734659007100,0.0010326690700305700,0.0008738894273525190,0.0007148556751153500,0.000317779513640668,0.00015888128650169700,5.64687909152928E-09
521,6.72304999277411E-05,4.44545795447014E-05,1.48549180977934E-05,7.07083904014124E-05,9.16253205830147E-05,3.09953380887886E-05,0.000195537879793909,0.0008218450831710070,0.0023252106235315700,0.002061661828356560,0.0020699147253374000,0.002262333401652700,0.001247985341102670,0.0023374675520160200,0.002166586835628220,0.0027209240456991800,0.002548110110660760,0.0022589684124632300,0.0019687701877982700,0.002054867060679170,0.0010363283253539900,0.000726626619090032,0.00032494314735688400,2.9509104175458E-05
522,6.37629257671581E-05,8.49684459632182E-07,5.02448015555586E-05,5.94570205860118E-06,2.94476247792828E-05,2.40053271137694E-05,0.00018914624614924800,0.0007041902851707220,0.002747713023520460,0.0027053145273053500,0.0025597608691706600,0.0023239825556513400,0.002135520093150890,0.0016095869412983000,0.001736252605719030,0.0015529784517246500,0.0023672787185755300,0.0025341079178420700,0.00206632464697978,0.0014167963636359600,0.001164663645786180,0.000493823933375386,0.00029712408072988200,9.42560418883505E-05
523,0.00022122023163142600,0.0,0.0,2.50710613772978E-05,1.63973502686601E-05,5.93571143400882E-05,0.00033051620132318400,0.001293593556170070,0.005125389430774510,0.0051161026257577300,0.00556890677902418,0.006589141979254490,0.005776894255745830,0.004214531354919340,0.004192470441118060,0.005027458375184890,0.005992913159041950,0.0073372011437265300,0.005199997228762200,0.004413125656069280,0.003649396954954000,0.0024695372526694800,0.000759651812498801,0.0004127441965456450
