cellid,callin0,callin1,callin2,callin3,callin4,callin5,callin6,callin7,callin8,callin9,callin10,callin11,callin12,callin13,callin14,callin15,callin16,callin17,callin18,callin19,callin20,callin21,callin22,callin23
277,0.00013334822066777000,0.00011631376177853500,0.0001292741389230780,0.0,0.0001292741389230770,0.00018807208727577200,6.55169284775224E-05,0.000663585019814107,0.001766839171912380,0.0032171323183999800,0.0037706974339915000,0.0038356482775063000,0.0036961614712661300,0.003293794299011650,0.0026046712951250500,0.0037058035277514300,0.003307131035116470,0.0034007159104458700,0.001950545821095260,0.0010519743268062900,0.0006935240987643300,0.0005047560839507260,0.00017167553927176500,0.00020478491220144500
278,0.0006039849961979240,0.0002351565478237550,0.00015651295006161900,0.00015566150216483200,0.00012575522912858600,0.0002086940428104100,0.000507220679864199,0.0027196012516618900,0.006462702538091230,0.008715296285314170,0.010457073746155000,0.010894709982360700,0.010176400211740300,0.007812535091358280,0.008506517622355160,0.009814160773060930,0.009778669437061530,0.010824751054602700,0.01014591391548370,0.00685467242343856,0.005037439889074660,0.002442446122878100,0.0010938914921940900,0.00063791194573683
285,7.25823603703336E-05,2.03496028677633E-05,2.92700845697889E-05,0.0,0.00011589463617087800,3.49846451526577E-05,8.91227329244952E-05,0.0002768115575787300,0.0014806875145736800,0.0013640514863129000,0.0015125639408990900,0.001697088789870450,0.0015415578303406400,0.00114914738720172,0.0013922770768523900,0.001512958994752310,0.002101126767507510,0.002008278782226930,0.001403001917094200,0.0013872945248047600,0.0004097610386601380,0.0003965732267966720,0.0001439569627014680,0.00014222746223450000
286,0.0001764216014382150,9.96871614538657E-05,0.00011496193315640700,2.05872470489712E-05,0.0003005553253328970,0.00020485161393777800,0.0005354057789196980,0.001977984869535510,0.005992933885936140,0.008059036802302760,0.00901978101728739,0.00782346179603629,0.00904139819466894,0.006957484683086780,0.0072382534203912200,0.009018635966163740,0.009462775626912890,0.010873192485598100,0.00943567460225838,0.004717753615661250,0.003733955533439760,0.002040031101310840,0.0007021855690998800,0.0006576167815378830
288,2.73939199404405E-06,8.24814085922353E-06,1.36969599702203E-06,4.10908799106608E-06,4.10908799106616E-06,1.39966087411332E-06,2.86627865408008E-06,1.92311808800691E-06,4.91852887707119E-05,5.58769172186949E-05,6.44209943080158E-05,8.71191246784598E-05,4.36236373030206E-05,3.25162449413878E-05,5.15810128134101E-05,5.725178409698E-05,6.54718163495204E-05,7.80369430690413E-05,4.95940573575034E-05,2.40831439383533E-05,1.14880523417409E-05,5.87349827153784E-06,4.29590440528469E-06,4.17604489691959E-06
289,0.0002046631235569550,0.0005712926760835300,9.43947880759515E-05,0.0002990579116329070,0.0002673108168228030,0.00011519228310882400,0.0004382748960139900,0.0010176180713472100,0.005114811787382690,0.0060682925400694000,0.007794745575341860,0.008425600428544070,0.005945414088412010,0.004214401714551010,0.0056043718401999500,0.0058656497922054500,0.006704629207174710,0.007809327470622540,0.006511744388204280,0.003444925384757040,0.002390703699792850,0.0013429599530234900,0.0006892171429708670,0.00040516582053791600
388,0.00029133127543496900,4.01127411042703E-05,7.03021143501793E-05,3.76318991396799E-05,5.48836143840041E-06,5.48836143840041E-06,0.0005533916092525290,0.0015209761950514700,0.0036479339955105100,0.0028801889797240000,0.0028986048987680100,0.0029918596673230400,0.003360221981690650,0.002288325570201270,0.0030331497461865100,0.0027748153447315400,0.003603400373197240,0.00527918647692785,0.004194582923882730,0.0023940010624003100,0.0020379211831113000,0.0009296165734910970,0.00046004467537076200,0.00020225440861291100
389,0.0008183737654151140,1.5636330766454E-05,3.12726615329081E-05,1.5636330766454E-05,7.95721313222857E-05,0.0,0.0017545343856073400,0.004951891317154530,0.009132307535665140,0.006649056262299530,0.010215501152637000,0.010071993220758900,0.012036826353284100,0.0069371782729473100,0.007318289773240240,0.008104456839625240,0.010123056641339700,0.014924704896458500,0.01209715969010430,0.006324485707515360,0.00574213176611912,0.003234549893142510,0.0015112881690680800,0.0006289786030971350
390,0.0004072929265731330,0.0,0.0,0.0,0.00012750903280103800,0.0,0.0011690237487580800,0.0034738714692297700,0.006841621127945960,0.0062187172978362300,0.007914244650329520,0.007588047843002050,0.007659281815988710,0.004852138525980300,0.007358320300650220,0.0060714563568865700,0.008406125248520170,0.013211693492191400,0.010102870683300700,0.005297686572589790,0.0037643627819609100,0.002229527947055580,0.0010605041982975000,0.000525702238923333
391,0.0004413787090143020,3.15584586140372E-05,6.31169172280744E-05,3.15584586140372E-05,4.62785507640897E-05,0.0,0.0009782693951659110,0.0027599911486533500,0.005903376899947510,0.004402385558844730,0.005116694999326470,0.005049130053123280,0.005821603810919780,0.00399068658528505,0.005371319138137050,0.004904894070259200,0.006316424217537170,0.009572865984245680,0.00761052758250615,0.004184656569977360,0.0034094687433703000,0.0017753181488981800,0.0008535993676712950,0.0003664317806507120
392,0.00027409457513903400,3.69852054006356E-05,5.72147926728383E-05,6.19737289004387E-06,4.48200468927506E-05,8.96400937855011E-05,0.0006265309873942930,0.001764692275572090,0.004093060485629200,0.0037817523622999400,0.004304723111119240,0.004370733793810880,0.004329325603525800,0.0033124174274461700,0.004444185942400000,0.003869777017248580,0.0052760100815891200,0.006403560213339830,0.005494270268118780,0.0036477565134753600,0.0024948943912077600,0.001125143364710480,0.0007835778488612140,0.0002920937919053490
393,0.00012731288901187400,5.18843986855263E-05,4.94862909835841E-05,0.0,4.94862909835841E-05,9.89725819671682E-05,0.00028037911236948900,0.0008459335525123510,0.002329665781048990,0.002856726353129020,0.003181439176710460,0.0030698622108635800,0.002654166635784450,0.002334570903217500,0.0031749220935829900,0.0025943137722557400,0.0037515417118756300,0.0036100314426502500,0.00328588521405987,0.00261194742313572,0.0014613472116305900,0.0004903124138124120,0.0005409009251473330,0.0002086422160945660
394,0.0001277683979558540,6.57696746017575E-05,2.91138860532178E-05,0.0,2.91138860532178E-05,5.82277721064357E-05,0.0003081140435685100,0.000824774006467221,0.002254527399702820,0.003165957326648190,0.003709991713990540,0.0033443474408408200,0.003321949608009020,0.002784543510826310,0.0035125425785928700,0.0033060281489007500,0.004298921334901980,0.004227501135850590,0.0034947297414389200,0.00251389930023653,0.0021222499642871700,0.0009169521446463210,0.0006998747522670690,0.00026964283519233800
395,6.61290492144855E-05,4.34625224518681E-05,9.35265536683363E-07,0.0,9.35265536683363E-07,1.87053107336673E-06,0.0001308383853964940,0.0004683864426257610,0.0011018660312332100,0.0018769297963799700,0.002263923940745490,0.002147642453137320,0.0021434592436713200,0.0016922996616459000,0.002020646167164930,0.0020373874963997300,0.002329870746537650,0.0024686826757211200,0.002015498210675000,0.0013638674272279700,0.0012246261086186800,0.0006109240297458890,0.0003579767482000250,0.00016704986873455800
397,0.00034708751753661500,0.0003336428051718030,0.0003228184607529330,0.0,0.0003311496002070790,0.00040026926624185200,0.00020745245141680700,0.0019015350783637500,0.005472590428841300,0.009410311240429900,0.01088419606619120,0.010760998012447200,0.011083260745452400,0.00878164983095081,0.008153704699096460,0.010293537174294900,0.009637729441100180,0.010267470291531000,0.00876277446977633,0.004706468781236110,0.002645277173671900,0.0015465280439232300,0.0005435057487175840,0.0006702598962994390
401,0.00010671937791000300,0.0,0.0,0.0,0.00021343875582000600,0.0,0.00021343875582000600,0.00032015813373000900,0.0019209488023800500,0.0009604744011900270,0.000853755023280024,0.0009604744011900270,0.0010671937791000300,0.000426877511640012,0.00106719377910003,0.00106719377910003,0.0019209488023800500,0.0016007906686500500,0.0016007906686500500,0.0021343875582000600,0.0005335968895500150,0.00021343875582000600,0.00010671937791000300,0.00021343875582000600
402,0.00010128745476702900,0.0,0.0,0.0,0.00020257490953405800,0.0,0.00020257490953405800,0.0003042254240051550,0.0018242633649187300,0.0009178696611688840,0.0008351774047911230,0.0009316345301088010,0.0010180679368237100,0.0004107062679256030,0.0010136006670784300,0.00102289826627306,0.0018246264246227900,0.001529698599812270,0.001534165869557560,0.002031668603902140,0.0005068003335392130,0.00020402714835032900,0.00010165051447109700,0.00020257490953405800
403,5.28038104651388E-05,1.20538370347327E-05,0.0,0.0,6.32257903089377E-05,0.0,0.0001898359916407400,0.00034183876860986900,0.00166292835832119,0.0014205558190854300,0.0016990116238129800,0.001324183786406010,0.001415710226070360,0.0012559740467306100,0.0013164214346321600,0.001777266673513900,0.0018104911614967800,0.0020076541714946400,0.0020254828624485100,0.0015510004607582900,0.0006401592935632030,0.0004909747653779410,0.00012497834414086800,0.00014162064350180900
404,0.00010081186056505600,9.50214065044512E-05,0.0,0.0,0.0,0.0,0.0006512593758694310,0.0013859592501221000,0.00513945132766724,0.005818491642860130,0.005951898926655430,0.0059667653664709700,0.0051023990417630900,0.005470903759659690,0.0051614418129300900,0.007044596261250180,0.006368939158164500,0.007614724700276880,0.006979763036022570,0.005278453704697390,0.002892411284531600,0.0019028353720424200,0.00045542610879992300,0.00027117374985162600
405,2.42704008537883E-06,8.70171239639844E-07,1.4502853993996E-07,4.35085619819879E-07,1.24004079807332E-06,1.4502853993996E-07,1.09501225813336E-06,7.33334975494768E-05,0.0004016324984637140,0.0006300025352557390,0.0004462013423418240,0.0004087624910298170,0.0004471860976299700,0.00019528522229685700,0.00035901664354308600,4.0777915482663E-05,0.0002705573907036110,0.00045653973982241400,0.00020207354104915100,2.16616592064449E-05,8.20916741727992E-05,0.00011961602565609800,2.73082691218722E-05,0.00011675037203752300
406,0.00022497501045521300,8.59491941430943E-05,9.43462334178867E-06,2.8303870025366E-05,2.83038700253661E-05,4.15662916231976E-05,0.0003284396624283690,0.001027246410931010,0.0031437562509167300,0.003946502261899420,0.005606160951679610,0.005193121921968910,0.005413456305364450,0.0032707483580986000,0.0036715676027695200,0.0033404578902503600,0.004529956274868620,0.00541325925142322,0.005691003400749330,0.003866438188308490,0.002581908639245980,0.0017290090485330200,0.0005482850471170240,0.00015061451790217100
501,0.00023863523196421500,0.00013144469379784400,4.24475999734119E-05,1.92639798842871E-05,0.0005807125164939040,0.0004617340520509630,0.0005976320935582600,0.0034268211465120400,0.009837788263426280,0.013609849702368300,0.01883594095713710,0.015876879246310900,0.015436873366728600,0.014022415974122600,0.012115159364678000,0.01387617909386230,0.01711174810818900,0.01336614791898090,0.014558264359320300,0.00974342082953284,0.006205596851202920,0.003373277451441290,0.0022043701997049500,0.0007623210962954250
502,0.00017138428110659700,0.0006853720613560880,1.89871668563285E-05,3.40052683431947E-05,0.0006812896691545680,0.00014546986965841300,0.0010790666654725800,0.0026530191694554900,0.01126976590633670,0.0191506164131279,0.02379140409282960,0.021999771995719500,0.019975848145713500,0.019000570880452900,0.01899725452446700,0.018717327493224200,0.021475650308324000,0.02279888947744350,0.016678352896382600,0.015219793708531300,0.011659257409855100,0.009778528399352960,0.004347424938297740,0.0007886213257635440
503,0.00011193740006267400,0.0003075109576999350,6.97948058022086E-07,0.00010366689933001500,0.00020454200642794200,0.0,5.56817128989723E-05,0.0013019713905572700,0.002085345213805350,0.0032031812940713700,0.002332927154163150,0.0035104316385753900,0.004508043928127490,0.002493293510594650,0.0019330280719009800,0.002232749470895620,0.0026678311201545400,0.0031155859275583500,0.0030649180344722000,0.0015468625515719000,0.0008333308999032340,0.000739055135420939,0.000605240920403372,0.00021420840327664500
504,0.0001464741773408090,0.00013837129012608100,1.55753818995928E-05,6.39679903562778E-05,7.44032997698029E-05,3.795729904316E-05,0.00020479789765955900,0.0011256475205882400,0.0021302021627271000,0.003148234535916960,0.003143659982043740,0.003805625345871380,0.0028277020984114800,0.0021850893990036100,0.002644304282337370,0.003064121009703040,0.0031385062774856300,0.003577484410839750,0.002899505005799510,0.0019242215084983300,0.0011980529867280600,0.0003791391138692520,0.00040832255986774200,0.00025133345710310900
505,0.00027862344484355400,0.00016190800837424400,0.00013945762831215700,0.00010440144420342000,4.55352843619333E-05,3.46726300473411E-05,0.00044587868208035600,0.0014228891192962700,0.004168043740541150,0.0043030172111152800,0.0034385308447943000,0.003763915390699930,0.0026112921883699900,0.0026168801323758900,0.004252709447415190,0.0034902687359867800,0.004240898643243270,0.005976026259320660,0.004208912374503170,0.002905662280772000,0.0020145370535039000,0.0004663205515049810,0.00042544184219165300,0.0002403571872369260
506,4.52727840141025E-05,4.90613240554975E-05,4.06807146435696E-06,3.50518194556326E-06,8.83260312336325E-05,1.47114621338478E-06,0.0003545848738690850,0.0012259254843747900,0.002556805736310220,0.0033617532500464600,0.0038836089645379700,0.004516771172129020,0.00331039515232612,0.0026469046837062700,0.0025477136266524100,0.0018560855727549200,0.002701553623155580,0.005214075139578910,0.0034299743655070900,0.0026834249925525800,0.0015523790090734700,0.0007564921511589190,0.00046035836814443400,0.00010514480328642000
507,0.0003707057030134400,6.29275641383669E-05,0.0,0.0,0.00014920132780870300,0.0,0.0011331597503191900,0.00338438040865141,0.006970007855170160,0.006737544177442950,0.008496631928037280,0.008109566305317310,0.007638128706784690,0.005077754778391420,0.00764605755990299,0.00630433937756066,0.008494585011180820,0.013200192339420700,0.009906882469797630,0.005227772322858180,0.0036882794983891500,0.0020909726710895100,0.001020740484908680,0.0005008334540865400
508,0.0002469845265485620,0.0001432812757449790,2.33270499937126E-05,1.16635249968563E-05,8.63262825601957E-05,0.0,0.0008231109194958920,0.002148236575300560,0.004613975568732010,0.0036469298187342000,0.00484394578228426,0.00466072864211538,0.0044622818544733800,0.0033953572573710600,0.00450964357299765,0.0038389455364628600,0.004635393571412590,0.007683336048505070,0.005795124876083080,0.0030344754730769200,0.0024957646423135600,0.0012591783112212400,0.0005720254732655730,0.00024658084531334900
509,0.0003085048215017490,0.00016301148851646500,0.00012876941581555800,5.5663815500436E-05,7.06493055442604E-05,3.40397604808391E-05,0.0005606165315882180,0.001676582972987680,0.004648607039425920,0.0048280112059888100,0.004652659872789980,0.004465413145322970,0.00392210948756898,0.00369428613733915,0.0048436960546918800,0.004176082322498450,0.005149673868154120,0.006732481791598790,0.005159550033562210,0.00340011425863909,0.0025112306035325500,0.0008935354247131280,0.0006007010643852690,0.0002232477996797640
510,0.00017255853296879300,7.44552796925813E-05,6.08756134299212E-05,0.0,6.08756134299212E-05,0.0001217512268598420,0.00034160570699589700,0.0010519764535130100,0.0029632342129283000,0.0037334857967036400,0.004272105688125620,0.003951631371943360,0.0034903252513535200,0.0030340845845301700,0.004123288677889480,0.0034615808750664000,0.004938226076913070,0.004729341131120660,0.004312938236062620,0.003453998838529900,0.001895875639107270,0.0006485939060645160,0.000691477267267411,0.00028424145250766500
511,0.0002686585771260800,0.00017287450674672300,3.46839997287334E-05,0.0,3.46839997287334E-05,8.17631629297601E-05,0.0002878831605571130,0.001016362788708890,0.0030016377705785800,0.004842918335028100,0.006081542920239240,0.004428421374330760,0.004554251174472040,0.0038386216674408100,0.0048295145007715400,0.0047701341068612600,0.006115412191978270,0.005742785377582280,0.005552968914186030,0.004188029684442340,0.00223577743366624,0.0009134685906730370,0.0007297519318036510,0.00047294410215676500
512,0.00037034972558458400,0.00025022600985597200,1.36804821730028E-05,0.0,1.36804821730028E-05,6.85387914039046E-05,0.0003110000577359280,0.0013321661225663500,0.003797488875772060,0.00692928161176318,0.009213973813729640,0.006482969427016830,0.006722718421994110,0.005659529491032700,0.006850528137337810,0.007220242033469960,0.008820588132808330,0.008252414891633890,0.007772023477993920,0.005797397787312300,0.0033895147608835500,0.0015316167625893600,0.0009513014094937140,0.00072846720706307
513,0.00020097912979196100,0.00012272461719385000,1.16957270019501E-05,2.13210573696021E-05,9.08286600113889E-05,1.45772643897861E-05,0.0003997709409777820,0.0018247194414484900,0.004745675523821880,0.007285469034014490,0.008818099467104660,0.007188257868223720,0.007589233441834400,0.005987384902598230,0.006752164955267340,0.007520992213045090,0.008190306464154230,0.009623277556438740,0.008889500819473380,0.005247313400796640,0.003368082148827190,0.001701956303396760,0.0007010737288092600,0.000621574477425734
514,0.00026672380713713000,0.00026866779309716700,8.10002863711274E-05,0.0,9.04391588139717E-05,0.00015882244621994700,0.0007796083330446290,0.0019280628920475700,0.004814997801232940,0.005563342087737080,0.005964312431110530,0.005383727225609370,0.005492675711531030,0.004548898355546560,0.005543599722666720,0.004783106483746330,0.006047495098101020,0.006538274003215900,0.006396904639951450,0.003889185698355080,0.0023266564297484700,0.0012635663316006200,0.0009281754468535140,0.00023374951010531300
515,0.00038842202700225600,0.0005657602995040980,6.29087978129045E-05,0.0,6.29087978129045E-05,7.21369179278291E-05,0.0008698233312876070,0.0019124650818841800,0.004825406922996690,0.006603447131807810,0.008364531073924410,0.006006884965083850,0.0072218559027249600,0.006133668541612100,0.005818686818849850,0.004969359053508600,0.006300311110160920,0.007655083410857300,0.008524454693782390,0.00464246376313087,0.002912780351530080,0.002325084224335320,0.0008895362290000850,0.000445560681451855
516,8.65999020664227E-05,0.00011560208355572700,1.32590337463228E-06,0.0,1.32590337463228E-06,2.68825436617777E-05,0.0002674296226266540,0.0005427671609035850,0.0015994292166107800,0.0018788828540807700,0.002700099032295120,0.0015559669862721200,0.0021615624278773900,0.0017898451289734400,0.001589660240357230,0.001977309917791510,0.0018947625464452900,0.0023502440783677500,0.002813771786658200,0.0013800641712982200,0.0006557510716936120,0.0007493395512118850,0.00022839454929438800,0.0001578785188413190
517,0.00019534840206429800,0.00018285470547433400,2.06576460971641E-05,0.0,0.00010736018580312200,4.83089455619071E-05,0.0005902629516300380,0.0018655509727710600,0.004544715867748990,0.005461711380295730,0.005545447857242420,0.005381131885293500,0.0053329166721967,0.0039541341714719300,0.004528269097159670,0.005381671921409470,0.005876814816837650,0.0060719307381583400,0.006858982835268690,0.004954748702828420,0.0025624221148228700,0.0016275965032748200,0.0007149791681890540,0.0003679856731311990
518,5.31815307829721E-05,0.0,0.0,0.0,0.00010636306156594400,0.0,0.00010636306156594400,0.00015954459234891600,0.0009572675540934980,0.0004786337770467490,0.0004254522462637770,0.00047863377704674900,0.0005318153078297210,0.0002127261231318880,0.0005318153078297210,0.0005318153078297210,0.0009572675540934970,0.0007977229617445810,0.0007977229617445810,0.0010636306156594400,0.00026590765391486000,0.00010636306156594400,5.31815307829721E-05,0.00010636306156594400
519,9.05728217797176E-05,0.0,0.0,0.0,0.00018114564355943500,0.0,0.00018114564355943500,0.00027171846533915300,0.001630310792034920,0.0008151553960174590,0.0007245825742377410,0.000815155396017459,0.0009057282177971770,0.0003622912871188710,0.0009057282177971770,0.0009057282177971770,0.001630310792034920,0.0013585923266957600,0.0013585923266957600,0.0018114564355943500,0.00045286410889858800,0.00018114564355943500,9.05728217797176E-05,0.00018114564355943500
520,9.6215228297044E-05,6.84096885614643E-09,0.0,0.0,0.00019241677465637600,0.0,0.00019245782046951300,0.0002887140945796940,0.0017320588155059100,0.0008662380573030670,0.0007699954651305990,0.0008662654211784920,0.0009623848759115500,0.00038516191581784700,0.0009624053988181180,0.0009625080133509600,0.0017321477481010400,0.0014435909958050400,0.0014435294270853300,0.0019245097950065700,0.0004812334837689120,0.00019252623015807400,9.62357512036125E-05,0.00019243045659408800
521,8.13501167931519E-05,3.01601843376397E-05,2.15513937850218E-06,0.0,0.00010884528304653100,6.46541813550662E-06,0.00031011489023308900,0.0006438374993653220,0.002733851447845390,0.002519323972094420,0.002596072608173790,0.0024553351899628500,0.0023996879072711600,0.0020577022919672000,0.002285778265940800,0.0028227043257944600,0.0030783386212303900,0.00335029378379879,0.0031925351089121600,0.0027239377203844700,0.0011767023423400500,0.0007594924844163040,0.00022309077578924400,0.00023446450526144500
522,5.14426328033149E-06,3.58296768217555E-05,4.72475878725894E-06,3.69539994467016E-06,1.29545676627444E-05,3.68590356643443E-05,0.000216412664470472,0.0008713822779571020,0.002237235707482600,0.0030232324670208400,0.0027337307792181800,0.002169395132908340,0.002783273308957420,0.0016851302048913600,0.0018607837769820100,0.0015285211095572500,0.002454228804761070,0.0026222077361820800,0.002589760387434670,0.0017367068773526500,0.000978601364189013,0.0005963016960906730,0.00032296828149245100,0.0002672449155529420
523,0.0001822208881757760,6.26946330498522E-05,8.31464987449803E-06,8.31464987449803E-06,8.31464987449803E-06,5.61866971727344E-05,0.0004253485554385450,0.0014554114830872000,0.004184147950055320,0.004684865861701500,0.006449112533989330,0.005861378440154320,0.006283271416894920,0.003993708755896870,0.004254491837959270,0.004233464580535970,0.00595105529910389,0.006326672159874450,0.0071174471600672000,0.004712574389853120,0.0028043023642855300,0.002071555106906660,0.000680295992128851,0.0001320158599974650
