cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23
505,0.00015245742744148100,0.00010773789255944600,0.00012584811066022300,1.27297633761943E-05,8.88132430782338E-05,4.05803459121516E-05,0.0007917538139546550,0.0012216947131688900,0.002776948330811270,0.0027858248586967800,0.0021288623422458700,0.0016245729611974000,0.002822993171958300,0.0021944084806984800,0.0024419682484410400,0.002336100332183660,0.0023210613237599400,0.002322332097702770,0.002505511907138310,0.002502493184973560,0.0017447262035681600,0.0013555268834443500,0.0009230485630241120,0.000610278215444888
506,0.0002004044342944660,0.00023079464393393100,0.00017912562676949000,3.35704178440836E-05,6.28856463607517E-05,0.00030156722096853900,0.0007810777161746170,0.0009578487251581690,0.002752126713906750,0.002089527270938980,0.0017308496460982200,0.0014038697760333800,0.0018637149958323800,0.001934365385692100,0.0012870395821250800,0.0019827963473625400,0.0024187600194672300,0.0018514292737380200,0.002107209960798460,0.0034645724656705500,0.002791455949469880,0.002333834100025710,0.0024814445871873400,0.0014133133688748800
507,0.0007612048806354900,0.0004518309848914960,0.00044928958615505900,0.00020866593065848500,0.0003820662647348530,0.0009334652183151660,0.0025060883291988700,0.0026322205573964200,0.00806106749465586,0.005936070336680160,0.005226452345983870,0.006136321104337940,0.003974683991473970,0.0060179831420779100,0.004515596502533270,0.006085042805989810,0.004853990980491330,0.0059711647622006900,0.008530970111949930,0.01427013109502850,0.011627476309849500,0.009596013995639380,0.007769572277487740,0.004206652334944620
508,0.0006447181144390980,0.00022650096452836800,0.00036835654195001900,0.00018164690283132300,0.0003314548949710840,0.0006610139688141280,0.0017775211008151400,0.001593525638106870,0.004776212552885070,0.0038414866072976000,0.0026994911745975100,0.0024761381450744200,0.002330959513702080,0.0037446356919157800,0.002343345036525110,0.003611909727365890,0.002829239451011280,0.003228694269517810,0.00566570681516745,0.01156353389211810,0.010101989106441200,0.00753150721677026,0.006826931680501260,0.0032757060695132800
509,0.0003702444021622570,0.00013808782435260500,0.00017118427005094300,5.25448105088287E-05,0.00013830904591467700,0.00021520678152242400,0.0008325937257621240,0.0013027713944855200,0.003011724074107790,0.0030611732017576200,0.002506065888456280,0.002358754112060460,0.002917464040576490,0.003080834847699550,0.0025253077761888000,0.002914318605080750,0.002626223647662290,0.003126138099947870,0.0033264188364149700,0.004821722323641720,0.00417881573132386,0.002889903813322260,0.0024137281288144600,0.0011795711871798600
510,0.00022331165819501500,0.00010239038229454600,0.0,2.22030964059783E-05,9.50459766944332E-05,0.00013449927257110100,0.00019582696130004700,0.0006993690606948400,0.0015901561769655500,0.001629870168551390,0.002152555160607740,0.0016167114592233700,0.0019571361986781200,0.002293084024564150,0.0016593835504779100,0.0017665569501021000,0.0022726150297155900,0.002704696838566650,0.0021575873533597500,0.0017241114583255400,0.0016280793709700000,0.0011022094713007400,0.0006387893628622140,0.0003290455397359170
511,0.0002190165478128430,8.0278955251938E-05,0.0,1.29112455105901E-05,0.00018187010593391600,0.00016815452958723900,0.00023874958525786000,0.0008551684633402970,0.0020408102671278900,0.0020229969200309800,0.0027461416180129700,0.0022088177635545800,0.0025098949054716200,0.002971607593769180,0.0022905956423600300,0.0019794440002057800,0.002968265182780760,0.003605590130573850,0.002780351198626110,0.002142819296354280,0.0020298214135380900,0.0015010464495085800,0.0009795662151144560,0.0003199115127080300
512,0.00027139527950724000,6.42291190395462E-05,0.0,1.36891682469071E-05,0.0002908268104668760,0.00023761564525280400,0.00033503796679341300,0.001219731959585380,0.0028026946658513800,0.0028696484308343200,0.00371651033779991,0.0031476394133140900,0.0036923185040623600,0.004345156733593460,0.003558736479375250,0.0026486585256369100,0.0043299660712226300,0.005196781491609540,0.003962654133513210,0.0030595079152212700,0.002970308223889600,0.0021684937257881700,0.001530619797499150,0.0005277743722935840
513,0.00061371022026364,0.00013156255241766800,3.43359753424951E-05,3.88994905096668E-05,0.00016836238896616600,0.00022638894710728900,0.0006585295953810950,0.0017416992277673700,0.003599069788114830,0.0032099361538111100,0.004313492280554970,0.0039024907663524600,0.004615732180522000,0.004859498534444160,0.0050351546618113300,0.004169960108263820,0.004594831551113830,0.005443884917705450,0.004696978833734840,0.003977150783771680,0.003602024315323450,0.0032044382709119600,0.002856001587855310,0.001110115289342500
514,0.00021947242392128400,0.0002131082715671060,0.0,2.73421126326321E-05,7.63961133617459E-06,0.00010833939043238300,0.000218138945266515,0.0012970390281549700,0.002629199088455100,0.002448685128228690,0.003070782426547420,0.002405418325298680,0.002717761036250440,0.0028008545733497800,0.0027086826779384100,0.002528332159316460,0.003178137371488790,0.0035002042083462200,0.002788035423238630,0.0035662443962449500,0.002347423499145570,0.0020531278005873500,0.0017729911084150400,0.0007034574704848410
515,0.00022632686374612600,0.00020509726940994400,8.50928190584157E-05,1.8474921402021E-05,1.49448913365645E-05,8.13697042779053E-05,0.00033329945778708100,0.0015943272782045000,0.003379986931506470,0.002881969785578620,0.004301080839453230,0.003561420291050690,0.004084033102998370,0.003893234742902180,0.004068392644140140,0.0032397286974315900,0.004028152153366100,0.0037289905125139300,0.0030132449628603300,0.005064442725025650,0.002795539203298970,0.002946735036496280,0.003229885811671060,0.0008792440226394530
516,1.38147870210719E-05,6.85291774111664E-05,2.41797649282524E-06,4.83595298565035E-07,0.00010597502122145100,1.18804058268117E-05,9.4993955668421E-05,0.0004064256148089420,0.0008047204015124720,0.0010542378434919600,0.0011705395363557600,0.0009374506055588680,0.0011287311791450500,0.0009464656529333340,0.0013930852537557100,0.001147146829006830,0.0013405046135441100,0.0018002991805827400,0.0010830294959511400,0.0014990949062159400,0.0008268518268247620,0.0006672017247209230,0.0008395836988550270,0.0001652311726336830
517,0.00021216122926483900,0.0002663101924374880,3.76722041859933E-05,7.53444083719864E-06,5.95355777040591E-05,0.00015040054272446700,0.0003232293913950730,0.0012976557389467100,0.002722066058160530,0.0027136229445019500,0.0037077899461997200,0.0028667933859624700,0.0028171825623300500,0.003019903761706450,0.00306617459262081,0.002824800358962660,0.0035831883506919200,0.003121189649738110,0.0025246968800518700,0.00335875169558764,0.0027301895962297900,0.0023486207323133300,0.0019702159277399000,0.0005740724195489950
518,0.0001551747359525030,0.0,0.0,0.0,0.0,0.00011638105196437700,0.00011638105196437700,0.00025215894592281700,0.0003879368398812570,0.0001551747359525030,0.0007564768377684510,0.00044612736586344500,0.0005625084178278220,0.0005431115758337590,0.0003879368398812570,0.00048492104985157100,0.0007564768377684510,0.0004267305238693820,0.00032974631389906800,0.0005043178918456340,0.0007564768377684510,0.0006400957858040740,0.00044612736586344500,0.00013577789395844000
519,0.00026427621576926900,0.0,0.0,0.0,0.0,0.00019820716182695200,0.00019820716182695200,0.0004294488506250630,0.0006606905394231740,0.0002642762157692690,0.0012883465518751900,0.0007597941203366500,0.0009580012821636020,0.000924966755192443,0.0006606905394231740,0.0008258631742789670,0.0012883465518751900,0.0007267595933654910,0.0005615869585096980,0.0008588977012501260,0.0012883465518751900,0.0010901393900482400,0.0007597941203366500,0.0002312416887981110
520,0.0002807348160049570,1.49705948702925E-08,2.49509914504874E-09,4.99019829009749E-09,2.49509914504874E-09,0.00021054487425585500,0.0002105598448507250,0.00045624709686488700,0.0007019368439781930,0.00028086955135878900,0.0013687288150989400,0.0008072367271967170,0.0010177791063534300,0.0009827415227592110,0.000702113996017492,0.00087751649251504,0.0013686489719262900,0.0007721317759255850,0.0005966893578417170,0.0009125515810101100,0.0013686814082151800,0.001158151504554200,0.0008071968056103960,0.0002456747765184360
521,0.0002247535306129040,6.66057946290873E-05,1.60009033546914E-05,2.20005825893345E-05,7.48415420903345E-05,0.00013966325499273300,0.00024600271523939000,0.0006957375085108940,0.0011643374429930200,0.0011393635972724200,0.002043348306086660,0.0015031197378475900,0.0016855226789636700,0.0017032515110753100,0.0020669159487943900,0.002016721279104290,0.0018125237536933700,0.001793393380086440,0.0013932799931037800,0.0017158154237488800,0.0017587847724249500,0.0014955631225693400,0.0010817025654135000,0.000354060505955034
