cellid,internet_0,internet_1,internet_2,internet_3,internet_4,internet_5,internet_6,internet_7,internet_8,internet_9,internet_10,internet_11,internet_12,internet_13,internet_14,internet_15,internet_16,internet_17,internet_18,internet_19,internet_20,internet_21,internet_22,internet_23
276,0.0006173259432801180,0.0006024333736169130,0.0006238134629367280,0.0005629482574343990,0.0006384839205694580,0.0007083171679500420,0.0008513963656457050,0.0010611808250755500,0.0012609274214369100,0.0011441799211710200,0.001326246842063960,0.0013392000150817100,0.001056169605336780,0.001274699994614410,0.0010788416278773000,0.0010509740189008800,0.0011801772991992800,0.0009997650576637030,0.0010427692146292800,0.0008636394699810750,0.0008718755768814790,0.0008907219750553640,0.0007792202365208550,0.0007189587618523310
277,0.0005334748826042330,0.00042309143237938200,0.00042363381320056800,0.0004725907153264260,0.0004496657042067610,0.0004902265018874340,0.000791887432042515,0.0011093750161257000,0.0015342825811147600,0.0014045585895300900,0.0012926433761633700,0.0014203804697667300,0.001629628895332250,0.0015360178439841200,0.001687153611273950,0.0014880172892563800,0.0014740423069261300,0.0016554538982522200,0.0013708401710136800,0.0012336759823445000,0.0009804338063064630,0.0007265688644557550,0.0008206629689340750,0.0007135342510690210
278,0.0033681662077205600,0.0028741184124607900,0.002775696961646640,0.002599131358441290,0.0026635299316205400,0.002914043003910470,0.003462431467761030,0.0048528219992912100,0.005090086678219370,0.004678431366108660,0.004529302026016150,0.004834504353282610,0.005011416644582670,0.00563965708958308,0.00566491763382195,0.005221154388889930,0.005316416357153660,0.005939778778722540,0.005875213505261610,0.006035316146118870,0.005764596886792410,0.005295525534161610,0.005115035948727460,0.004225187651115330
285,0.0006066654578577440,0.0005165163450725770,0.0005303998571294980,0.000615088978661853,0.0005003244029878520,0.000528116187577936,0.0007421028540106370,0.0007606705590832050,0.0010674865019516800,0.0010444915100528700,0.0009753890270719920,0.0009724549368920610,0.0009727853965405730,0.001075575925004350,0.001123663996236690,0.001115809340320240,0.0011717977345122300,0.0010844849191728300,0.0013851397960491200,0.0012176989705972300,0.0011115457697781500,0.001278648283311180,0.0009590860651667470,0.0007134653722505870
286,0.003219715664775410,0.0030194950537116800,0.0027010652656398100,0.002805527352596090,0.0028387596794933100,0.0029232608810862700,0.0034174842580185100,0.0039644201808653700,0.004348872938198400,0.003813031718613810,0.00359096919189393,0.004227058678789840,0.004266936666959660,0.004375574481720450,0.004602958093875570,0.00439434681887284,0.00462473113618521,0.005463720551529580,0.005505217633942050,0.004927265270274710,0.004541132077067830,0.0048860095118906900,0.004084527774157210,0.0036546847198190400
288,9.25030109859464E-06,8.97166162431275E-06,8.29382262756852E-06,7.71244266623079E-06,8.91336045823102E-06,6.93148161565912E-06,1.27324944264149E-05,1.53089623696666E-05,1.65714253741701E-05,1.93797330459496E-05,2.11868626317705E-05,2.3234970847258E-05,2.22146892574425E-05,2.39434948118946E-05,2.25062324318457E-05,2.13837340432869E-05,2.16041892489868E-05,1.96511751331065E-05,1.70169654518743E-05,1.76449614827612E-05,1.54435002110954E-05,1.43399265157048E-05,2.52482325087503E-05,1.53573700870492E-05
289,0.0029418058446867600,0.0016855765963408900,0.0016432117676230700,0.001803634878564870,0.0017503301742876200,0.0015890711022177800,0.00217262534672845,0.0021931863540378100,0.0023913579079214800,0.0026294129275334700,0.002708368964365840,0.0028823734729543200,0.0028204469308027000,0.0038794514758205300,0.003988068451508620,0.0030490356654912000,0.0031464131391830100,0.0030163833708259100,0.0026692338660854500,0.0031266390738982400,0.003627670102550960,0.0035839157818777200,0.00367305213406522,0.002963739692427710
388,0.002710244836941360,0.0026706523423802800,0.00257593842757097,0.002495379314144760,0.002569484469795820,0.0029564820130338000,0.003952948095312720,0.00475773828583155,0.005069489169428730,0.00583505750434492,0.005033650819271430,0.004812912875614830,0.004979258191687550,0.006307885102980860,0.005360697880722430,0.005181282596053200,0.005746299591953670,0.005853957021645510,0.006288270208880730,0.005076402521724960,0.004097287867334900,0.0037256276964437400,0.0038544309527745800,0.0030132985879810700
389,0.01069879348931960,0.010718249500753800,0.010421959809970900,0.010231818126563100,0.01032509466504260,0.012392098565261000,0.014967124639180600,0.01742258101163280,0.017466824888221700,0.02078070332555490,0.020883914154688700,0.021396062834193300,0.02145013662189000,0.024946860953745700,0.019751586324504600,0.01915694123286190,0.020013685062567000,0.020095340166227100,0.021180788844536800,0.017565946512864300,0.01558878786622430,0.013568903944999000,0.013449666761912400,0.011022382171809900
390,0.007450703942585900,0.006553284979686560,0.006312201633200710,0.006088104772808980,0.005973038517008840,0.007927675198010580,0.009986622201977030,0.01375630646679150,0.013148470206242700,0.015197993346163100,0.013450641489879800,0.015193060490352700,0.01440130171453650,0.01636882937470530,0.01397561355564820,0.013550988368967300,0.014528519864471100,0.015107666626747000,0.016273047479807500,0.012573018474464900,0.010802062772847900,0.009082957798463170,0.009247349936884040,0.007672202679979580
391,0.005427920294748740,0.0051870322700828600,0.004963307178694870,0.004837012367394850,0.004923540439032620,0.005797481074419030,0.007651397464715530,0.00947663516854845,0.009793620751687640,0.011453748811179500,0.009698543212410240,0.009428123170303360,0.009545634416329060,0.011819287681161600,0.010244273121404100,0.009987386049780670,0.01115477886181820,0.011482118037385300,0.012314752674109900,0.009841688792859720,0.008020012496527520,0.007288542682129720,0.0075333219056400100,0.0057972987590495300
392,0.002981373079336780,0.0029345342405412700,0.002776386595939800,0.0026888367394389100,0.002766123023580260,0.003104193926457870,0.004051876910140600,0.0048957360488047600,0.005323295797793600,0.0058681068543844300,0.00524886402877312,0.005112315976216620,0.005027402904062120,0.005990614769691860,0.005406215815740240,0.005274661460964770,0.005931891684035460,0.006030585863283410,0.006205494190075620,0.005052594420176670,0.004340759514911650,0.004223152209955790,0.004146781863341380,0.0032407935011639200
393,0.0009062182792497580,0.0008190024869656120,0.0008078966517997940,0.0007415586787408490,0.0007845104738001870,0.000845167629863841,0.0011300768305377900,0.001388141428041530,0.0016421894674366300,0.0014884827300555100,0.0015816024458961200,0.0017101129970160900,0.0015165306040956000,0.001738038492157200,0.0016428979911341600,0.0015761833703724300,0.001691420545449200,0.0017544327751856300,0.0016171801281753800,0.001346028307235660,0.0013855584447935600,0.0012572356394769900,0.0011808252164316900,0.0011166022086893000
394,0.0008788186801386530,0.000838175365346833,0.0008288802872072670,0.0007344616716287440,0.0007546205700804210,0.0008393355184211170,0.0011753812482288900,0.0015028289033034800,0.0016730700309585800,0.0015093233348576100,0.0015962051204940200,0.0016811091544622200,0.0020150643561219400,0.0018756751902168700,0.0018763027292783300,0.0018575517675097400,0.0019315405273177700,0.0021257734780452600,0.0019497954657531100,0.0016637559733057700,0.0015834620006813000,0.0013654194530548300,0.0012852707361336100,0.0011111496498200300
395,0.0004523283896702690,0.0004436969355879110,0.0004283912631996720,0.00037760904573834600,0.00036557116745328,0.0004073874156805370,0.0006082690592697980,0.0007494339164151080,0.0008326981058234470,0.0007789569346872700,0.0007572102271564950,0.0008221397408741770,0.0011858761767645500,0.0009907407798516910,0.001066520387608490,0.001040654544642060,0.001059092098281550,0.0012598562097469100,0.0011473137029721000,0.0009982895257523510,0.0009108100607248570,0.0007459849172304450,0.000735721218324556,0.0005957701336623560
397,0.0026387423695347600,0.002022677264495070,0.001848921083443540,0.00201012206257635,0.0019177227363454000,0.002015580471034360,0.0028850646913524900,0.0040441342567819800,0.00502689124008477,0.004444340001675260,0.004361112303958460,0.00459293672477024,0.005261020618530150,0.005276583441627990,0.005377638840974090,0.005017992618735960,0.0057495661509916000,0.00572656822784543,0.005198227968836650,0.004446273100540110,0.004064076521643340,0.0033324067964931100,0.003225337013271130,0.0027562863514071100
401,0.0007527058450598740,0.0007392646692552330,0.0007258234934505930,0.0007863087845714750,0.0006787793781343510,0.0007392646692552330,0.0007997499603761160,0.0005981323233065070,0.0008400734877900380,0.0007930293724737960,0.0006854999660366710,0.0007258234934505930,0.0007258234934505930,0.0007863087845714750,0.000826632311985397,0.0007392646692552330,0.001155941119199090,0.0008602352514969990,0.0012769117014408600,0.0010416911248596500,0.0008602352514969990,0.001539014629631350,0.0008333528998877170,0.0007325440813529130
402,0.0007144395017743420,0.0007016824700806570,0.0006888797114589720,0.0007462863540805530,0.0006442301005310760,0.0007016367431526570,0.0007591119761662390,0.0005683877383421590,0.0008011406712438430,0.0007578678527983280,0.0006542061721264660,0.0006922188070769260,0.0006922347085143350,0.0007499684016585110,0.0007886878266087530,0.0007055315239332080,0.0011015164266986200,0.0008207931390455580,0.0012155543315500000,0.000993241701550304,0.0008174242179370130,0.0014617457723240900,0.0007922918714110580,0.0006959809187430060
403,0.0006562448335381500,0.0006459638217415180,0.000641939155488887,0.0006896425693513070,0.0006513309952929060,0.0006916420369370540,0.0007172305575211320,0.0006334368995576240,0.0008008485179441170,0.0006899070408696310,0.0006966421742106990,0.000820845623028729,0.0009682566664489120,0.0007333340019494450,0.0009435175950036460,0.000813516705864026,0.0007717289152627750,0.0007111099575858900,0.0008857902496406760,0.0008544560613993620,0.000789181212642466,0.0009802530552555810,0.0011508172338743200,0.0010257697614852000
404,0.0018343844812357200,0.0017702432885348300,0.0017595926829365100,0.0018405302093531400,0.0017542766071842200,0.002009829324649670,0.0021346065831795600,0.002003028059744320,0.0019646191423125300,0.0017891456265544200,0.0018606821598219000,0.0022072002117443600,0.0024418655792517200,0.002015383061584590,0.003437510454593420,0.003110480580508480,0.001768780620361340,0.002100952454621390,0.0022377200646696400,0.0026325068778516700,0.002604988259160480,0.0022366098461605200,0.0030230059391294800,0.002567126191846960
405,0.00012531834348013100,0.0001091626550565110,9.40225453038794E-05,0.00011254255707279300,0.0001265948145824080,0.00012385610973730300,0.00013987885094754600,0.0001139678354282700,0.0001221639628064690,0.00016529017086885600,0.00016187889666103300,0.00016546575606275800,0.00014245050663797300,0.0001466479025241170,0.00014628510898692100,0.00012577607975593400,0.00014492350379640300,0.0001614705669013870,0.00021691540965574600,0.0001319304884524750,0.00013917838310149200,0.00021196594358538900,0.00022634364696636100,0.0001576034913320800
406,0.004034364609821780,0.0018949063779572100,0.0018532462351056300,0.002142963710233150,0.001952377850854370,0.0018780916628314000,0.002410916109069580,0.0021963219539368400,0.0025118846212596300,0.00270523409440213,0.0029018244187691900,0.002973790224855690,0.002801798046639530,0.004761651127800170,0.004656329404377610,0.0038804008202165300,0.0037523216815211600,0.0032614123236076900,0.0028384450751981800,0.0037221141966939300,0.004468034586791850,0.004512164842237640,0.0034428543428628100,0.0030666241918958400
501,0.004424423919857500,0.004307022250545960,0.0040213390226099400,0.003922558356070760,0.0038169798624110800,0.004130473767148380,0.004673578791877680,0.0056612484862478100,0.007080964942250510,0.007578107845259110,0.008134798615733590,0.008509131514230650,0.008951047144517990,0.009276058227748090,0.008284829217294260,0.008282433707318360,0.00844130585319836,0.008080001131677900,0.008442507601301510,0.00814416042766805,0.008169722702611760,0.007455641856551340,0.006197236226467560,0.005068352007130950
502,0.0068392524199170700,0.012072997850863600,0.005721825322744190,0.005607544591699090,0.005515366106903070,0.005872697028945570,0.007139343295520060,0.01044428447403450,0.010147768418845000,0.01203767182774460,0.01241495163357410,0.012042574610064400,0.011175582453401700,0.010504246569134800,0.011097803469220100,0.01107628563383710,0.011501890265373200,0.01198818537469570,0.017072881702802400,0.011938189285303100,0.011212208982038000,0.009418901940515920,0.009351893460205060,0.013713962185673900
503,0.002286104459464920,0.0018760569066635800,0.0018725254243737000,0.0020275567613430400,0.0018027880555321600,0.002175932568354350,0.0020611934065048100,0.0023348129941410600,0.001785564759975950,0.0018834832890687600,0.0019697277822351600,0.0020932402460315600,0.002263898983763420,0.0018371806552152700,0.0019166907102102600,0.0020926440738838600,0.0019613882164036600,0.002005049339990250,0.0023212089192115100,0.002389728277269170,0.002505519913342670,0.0026596179883039,0.0024434483656554900,0.0024507642436546400
504,0.0011505393931276000,0.0010075847554867100,0.000947423687635457,0.0009094839960580440,0.0008404732834257160,0.0009832096283790470,0.0011494518635611500,0.0014884193133641000,0.001801989367315630,0.0017323132972726100,0.0018113533671874600,0.0023023154833172900,0.0021792887214130100,0.00226487174818229,0.0031938882734254900,0.002471691542597780,0.0020303698998716200,0.0020459908756093400,0.002458782173164090,0.0019629833733123400,0.001828424971955520,0.0017744087525178500,0.0018431664163688200,0.0015695379937263800
505,0.0014538769906224100,0.0010045360599869100,0.0009819896238469820,0.0008467253500705930,0.0008759454359881340,0.0011173230158724300,0.0018067555678800400,0.0028248961734272100,0.003153255579076600,0.003189438326855820,0.002334574888164620,0.0028884768495537800,0.0026048940742560100,0.003855589289226110,0.004332655417669980,0.0035528195678608100,0.0036064655947837900,0.0036945360102275400,0.004558766916660890,0.0030782535183493400,0.0025085073498650000,0.0019818596718250400,0.0023132258093381000,0.001889859395067520
506,0.003974875015299170,0.0034140702997530100,0.002856890194584050,0.002825902405171450,0.002811010970828740,0.003942537574749850,0.004119257984016620,0.005660434780522510,0.004716453521452480,0.00582056505567624,0.006388986648330030,0.006983824871924160,0.006494583746233940,0.008043449111856040,0.0062164510459510100,0.005559162883260550,0.005142989739722710,0.007053586136853310,0.007141073325709640,0.005072802973364480,0.0067724377087617300,0.00499586073153652,0.003990397372323290,0.004951570649507720
507,0.007397695499816980,0.006293839288836280,0.006036079614133390,0.00582245907536527,0.005646504323920250,0.007729200602386090,0.009561856978315270,0.013683971942202600,0.01278871600492990,0.014586062080969800,0.013307231313792500,0.01573736723785740,0.014505969021224700,0.016152130391077400,0.013659643069815000,0.013172094757770600,0.01396225158887940,0.014472110453966400,0.01602980506144920,0.011842442575853100,0.010588006644226200,0.008574711273861700,0.008655214677792430,0.00740140282019456
508,0.004792844254208700,0.004085056001330370,0.003939950133150990,0.0038391128749033300,0.003774569913541340,0.004995614335431880,0.006140315029990640,0.008464474080769260,0.007898463706290140,0.009064805801628270,0.008809644204812790,0.010153438581617300,0.00931829856948775,0.0107067896577517,0.008766943141453280,0.008441608935826740,0.008913036180015530,0.00898364743509597,0.010660930116072100,0.007386741751896810,0.007000633822090620,0.005419181153795130,0.005530180340629060,0.004595070825320070
509,0.0028339438344349100,0.002361352687472380,0.002202168174775540,0.002124283891661930,0.002135900479652200,0.0025459092795487300,0.0032113681442959900,0.004295038599921570,0.004396136947521880,0.0046078541524256600,0.004317276024783060,0.004951470425703170,0.004726910423610500,0.005791787865807100,0.005174946867907940,0.004856845908260650,0.005252369540392280,0.005284854622541900,0.0062845454149836400,0.004213970597117590,0.00413989677389522,0.0036832025738880900,0.0033200708787641000,0.0028367588027491400
510,0.0010998627114563000,0.0010249851363410700,0.0010225331311225200,0.0009394619182794750,0.0009886354025953010,0.0010582175789096800,0.0014313569459097500,0.0017543151084155300,0.002082703709640740,0.0018853582178107900,0.0019954486577754900,0.0021742777206700100,0.0019428445749379800,0.0022003809999127800,0.002095785593082250,0.002029708278551100,0.0021610410502646200,0.002272166508627550,0.0020682674004622100,0.001709871429656020,0.0017045603504727100,0.0015711572529459500,0.0014382491787073100,0.0012981494602827700
511,0.0013465059840410300,0.0012414560530082300,0.0012019007042305400,0.0011355133539429400,0.0011120228994615800,0.001150749361938680,0.0017058329764842400,0.002029630509517170,0.002324252457320210,0.0021337325633893900,0.0022065969825903000,0.0024287957975245500,0.0024314337140221300,0.002623533303889090,0.002639640190160320,0.002584587805659170,0.0026274327006507500,0.003084812804046680,0.002638269725786970,0.0022027641081744300,0.0021610255765648000,0.0018494655243862300,0.001756857787363640,0.0015623987124660100
512,0.001820245569470770,0.0016779973607496600,0.0015856893369622700,0.001499663978250570,0.0014145637301956900,0.0014606326604514600,0.002280472890653740,0.0029849314924685300,0.0033012721820153900,0.003044702852212150,0.0029242052272379000,0.0033179966191223800,0.0037798077835474500,0.003766087624024000,0.003983614636942050,0.003931878793194920,0.004377975227526530,0.004866526931141200,0.0043243909863925200,0.0034074120675833600,0.003289627810080650,0.0026857627853709200,0.0026440728066737300,0.0022161135053811100
513,0.002716433631889860,0.0025709797924276600,0.0023313816172655300,0.0023479996020424000,0.0023039648242365300,0.0023658544007092100,0.0029054491757117500,0.003305622026365180,0.003439375712852720,0.003193215311798030,0.0028992253617279100,0.0035893200976253700,0.0035430260941655100,0.0036787101688886100,0.003988109779628270,0.0038088103580193400,0.0038951291145959200,0.004916081824124890,0.004470473967239680,0.003842209928018560,0.003925285991471780,0.0038162800690921000,0.003316901960841750,0.0029219207517101000
514,0.0019412669760898600,0.0019161127368499100,0.00187557360787221,0.0017783035152914400,0.0018339738241162400,0.0019711093193716100,0.0026455744060526900,0.003484135951295490,0.0035461670429045500,0.0034006136442911000,0.004706453417629720,0.0037544887654932700,0.0034123189002639600,0.004316971631610320,0.00429415226265761,0.004109130374171140,0.0041220852099158200,0.0033851170273737800,0.0036799432939596100,0.0030517123029398000,0.002762014330554930,0.0026377293043305100,0.0023676478790616800,0.002287714782547220
515,0.002783261521579690,0.0027225815223513100,0.0025746621982287500,0.002489249954599650,0.0024081583028181900,0.002503558777062230,0.0035347933969424100,0.0044604962998797700,0.004051540643608370,0.004274019433388520,0.005835379642779360,0.003877322203695430,0.00398980115612443,0.0046191659142129100,0.004244506781802080,0.004610516026478990,0.004772721948842710,0.004040338959704530,0.004175641724633300,0.003839219824739360,0.0036819262286651000,0.0032935139766698600,0.002968600662367850,0.0027743203260566800
516,0.0009038011231211990,0.0008980490063967420,0.0008943549871409340,0.0009345182499524710,0.0009238857488544890,0.0009008485212092520,0.0011118785356317800,0.0013111695619602300,0.0012593925281633600,0.0011172533067397900,0.0016329946845099800,0.001374914228932970,0.001635628343360960,0.0014583726692413200,0.001297023430999230,0.0012235289251158200,0.0011497042814285900,0.0010784987713715100,0.0011763376632280800,0.001115593464844960,0.0009905144752009740,0.0009014908132634690,0.0014874773157914600,0.0015322754082030400
517,0.002111361246165540,0.0020837799696220400,0.0019916144620895900,0.0020583609549154000,0.0020297538513620100,0.0020283308999455700,0.0026075347080568300,0.0033604616960381500,0.0029229736435037900,0.0030523589135534200,0.003887493806658880,0.00328152878856937,0.00330147441703187,0.00359258155276973,0.0035744903178522600,0.0033878704829178500,0.003442968562459910,0.003334515449944670,0.003686338227064130,0.0034418064435286600,0.003096101135337140,0.003015487788513330,0.0026956396541728000,0.0026029820640079300
518,0.00037509634944960300,0.0003683982003522880,0.00036170005125497400,0.0003918417221928880,0.0003382565294143740,0.0003683982003522880,0.0003985398712902030,0.0002980676348304880,0.00041863431858214600,0.00039519079674154600,0.0003416056039630310,0.00036170005125497400,0.00036170005125497400,0.00039184172219288800,0.00041193616948483100,0.0003683982003522880,0.0005760408223690330,0.0004286815422281170,0.0006363241642448610,0.0005191065550418610,0.0004286815422281170,0.0007669380716424910,0.00041528524403348900,0.000365049125803631
519,0.000638822055490726,0.0006274145187855350,0.0006160069820803430,0.0006673408972537050,0.0005760806036121730,0.0006274145187855350,0.0006787484339588960,0.0005076353833810230,0.0007129710440744710,0.0006730446656063010,0.0005817843719647690,0.000616006982080343,0.000616006982080343,0.0006673408972537050,0.0007015635073692800,0.0006274145187855350,0.000981048156646472,0.0007300823491322580,0.001083715986993200,0.0008840840946523440,0.0007300823491322580,0.001306162952744430,0.0007072672757218750,0.0006217107504329390
520,0.0006786729742365360,0.0006665504752369580,0.0006544318534900500,0.0007089628511131000,0.0006120173235846470,0.0006665651226359290,0.0007211038747643180,0.0005393357495128410,0.00075743001440125,0.0007150185001368120,0.0006180798655019920,0.0006544465008890210,0.0006544465008890210,0.0007089727596476980,0.0007454255562051440,0.0006666486989712350,0.0010421876844468900,0.0007756327183581080,0.00115127509723826,0.0009392519903842380,0.0007756676136321270,0.0013875630191606300,0.0007514148611276350,0.0006605064579712530
521,0.0010408789301238800,0.0010216406464887900,0.0010060899681236400,0.0010651815333385900,0.0009940169118634660,0.0010852846493268000,0.001146690880785140,0.001015594324945540,0.0011797476326601100,0.0010741474904888100,0.001055986722246600,0.0012078763879518800,0.0013173970409789900,0.0011520341729411600,0.001562168486594710,0.0013904288704099200,0.0012457979784458800,0.001194738386603840,0.0014805082086700900,0.0014333363680330100,0.0013311773678700500,0.0015885211395626500,0.0016002001991510000,0.0013909307242760500
522,0.0008634522779480260,0.0006138422953266110,0.0006126012398562000,0.0006741000779828730,0.0006490552426994660,0.0006611682911798740,0.0008048339893429530,0.0008209362185549040,0.0007999091532670890,0.000979020432702864,0.0008894497604629250,0.0009811249386000630,0.0009511362826692160,0.0011811696432091900,0.0011329532008344200,0.00113138130803161,0.0011148029090801100,0.0012119860973590600,0.0011602223407592300,0.0011963487905895100,0.001271826908513110,0.0014028626794376800,0.0010821758149832000,0.0008840382209307390
