cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23
271,0.00016446542109809700,1.22091277618871E-05,1.13754387300369E-05,0.0,0.0,0.00011897412097903200,0.000507230379549206,0.0015417670036907600,0.0036763953987044200,0.0021036821602414900,0.0011117607922247900,0.0009768187231641600,0.0009095857111950590,0.002446125813559890,0.001686318596858660,0.002695332697149560,0.0024043450665697000,0.0028290790677551700,0.002521264779527860,0.0014503120786942800,0.0022824069588903700,0.0023378712056031500,0.001079835446575750,0.00014071560396484900
272,2.66430287604766E-05,0.0001022640094150940,0.0,0.0,0.0,0.00040791611591871000,0.0010153423911189200,0.0015780582244045300,0.0026671836761632400,0.002556339660734100,0.0010893584237435000,0.0021095183524945200,0.0010191094411914600,0.004032420827066670,0.0016092519044180300,0.0038487773315636600,0.0028740270597282800,0.004262964319719640,0.0022189090757287300,0.0024913029712204200,0.003592489663079790,0.0035989105418846900,0.001159843270668780,0.0003801398678746670
273,0.0,7.6246605552034E-05,0.0,0.0,0.0,0.00021849960244926400,0.0005631286858247910,0.0006811028583299110,0.0014841583550846400,0.001367516440099580,0.0005498497548352060,0.0009574535437032300,0.0005989729510137470,0.002176833685141450,0.0008916342532293500,0.002477837396649510,0.00171802179430919,0.0025354943477722000,0.0010983742830804000,0.0014437630456516200,0.001823483745950460,0.0017362372469959000,0.000600492309405121,0.0003285055674045590
274,2.7514397763574E-05,2.55284971279056E-05,8.08215226258436E-06,0.0,0.0,0.00029030892632835300,0.000685926625464319,0.000730690434649792,0.0013559017878807000,0.0016794273269656400,0.00037025358870617400,0.001214816676907450,0.00040904317430444,0.0022502456880610200,0.0009969526691772300,0.002863665425384380,0.0016803838439777300,0.002250368018482370,0.0011656383298489600,0.001741474164665710,0.00227161325464772,0.002296247065001230,0.0005997237382546610,0.00023268011181135400
275,0.00019228350481383200,2.68418482288091E-05,2.5069429577501E-05,2.24408844349971E-05,0.0,0.00011097021516946700,0.0002932037966553490,0.0010908586046255000,0.0005814494478439180,0.0008623267294063800,0.00034177871571894600,0.0007483750581867170,0.0006766578151398130,0.0013462059661029700,0.0008232439336053270,0.001295725291787120,0.0010555548765536800,0.001313544723289110,0.0008114941151474090,0.0009898654467159180,0.001193206407431790,0.0010076253485718300,0.0004938867491115950,0.0003129895890431760
276,0.00014559928172090400,2.07998973887005E-05,2.07998973887005E-05,2.07998973887005E-05,0.0,2.31473366840475E-05,8.78944681454961E-05,0.0007338650068428870,0.00012949426292289700,0.00030176204027086900,0.00012714682362755000,0.00028213586252984200,0.0003963717700329840,0.0004104564058050660,0.0003374932368099030,0.0004081089665097190,0.00044501388269642600,0.000552534528582949,0.00033984067610525000,0.00030176204027086900,0.0004336037424891130,0.0002475783856384820,0.00012832054327522400,0.00020799897388700500
277,8.32103439660999E-05,4.29252505441781E-05,1.83905165268497E-06,5.00772232407067E-05,2.41190857940109E-05,1.83905165268497E-06,0.00022112540522300900,0.0004189561717818620,0.0008501540846469260,0.0005268779821053130,0.00042247703736837300,0.0005373555780325820,0.000591471295104822,0.0008921162657214370,0.000762488954319353,0.0006791725288071790,0.0005938008820920250,0.0006014515544260210,0.0008836808461810830,0.0005019876792782340,0.000631807817567542,0.0003337309893137270,0.0001746524787502220,0.0001428727444583580
278,0.0011663606653014800,0.0006855969896140290,0.00017164535251610600,0.00021383386738866500,0.00022802417981883900,0.0002484676848128730,0.0010094977556333300,0.001806793836438380,0.002794674289105920,0.002293843579488540,0.0019624655766070300,0.0026028954262675900,0.002842910062810200,0.0030648318402916500,0.003566064903340950,0.0029418617419253500,0.0029052669611530700,0.0038032463287242300,0.0035593570855760700,0.0036877467556561800,0.0033795621997435100,0.003178062215113340,0.0020262224413080200,0.0017917940498135200
285,0.00026296160331860900,7.88365604907892E-05,9.67726297541943E-07,1.1338420595846E-05,5.66921029792302E-06,1.23150077143624E-05,8.55495011994728E-05,0.0003134753504290670,0.0002574252739278210,0.00023403767402679500,0.00040143538106526300,0.00034080255458957800,0.00046472060357583200,0.0005552025599664880,0.0004768310098468400,0.0011577485328248500,0.0004993733481867170,0.00048598361393921800,0.0005945275626361080,0.0007013989358395190,0.0006298302305037080,0.0009386626222459360,0.0007234442689270790,0.00019944926474620400
286,0.0008476638192529850,0.00013109435339728100,0.00024715070383635600,8.6131549297491E-05,0.00010347758427524500,8.71367810384297E-05,0.0007386525374182440,0.002238050442946460,0.0016805015614901900,0.0018799248625099400,0.002384805006338750,0.0024338153489780100,0.0027971766977976400,0.0033577914648780900,0.0028518431396805100,0.0026866535993815300,0.0023437970255530700,0.003622514047029920,0.0034898070366473200,0.00279039925181337,0.0034031590511003900,0.003160347980221870,0.002716649005785420,0.000996223252049715
288,4.64302559500822E-08,1.43296880403137E-08,0.0,0.0,1.16075639875205E-08,1.43296880403137E-08,4.9868991327818E-06,1.03241038073082E-05,1.13279496900256E-05,1.82998903809908E-05,1.93501665196582E-05,2.31338881256585E-05,2.68028180802836E-05,1.92886119420491E-05,2.07321826865819E-05,1.69519022724109E-05,1.17258939103779E-05,2.31656048336206E-05,1.78566487615036E-05,1.64882432148439E-05,1.78838700020316E-05,1.58203731858308E-05,1.09932578248214E-05,8.16767091336475E-06
289,0.000412385628316542,8.47191950430632E-05,2.49378111122257E-05,2.45958916035858E-05,3.12864469092315E-05,3.58553128757519E-05,0.0005384996274483790,0.0010468179832636100,0.001516861706421290,0.0019770545137422800,0.002211779229290820,0.003019781779936150,0.002694311995422740,0.0022360532615069900,0.002253486508930750,0.0023460906173517000,0.0020203297539961300,0.0027344530188408000,0.0027187921311357600,0.0025652327215433100,0.0025107357610417600,0.0018678223647963900,0.0017174506843979100,0.0011419900452060800
388,8.81817889711483E-05,3.35718841413281E-05,2.97788004508076E-05,0.0,0.0,0.00010988204970289400,0.00032601349635971100,0.0003108435427278260,0.0005991870389431300,0.000871623426811241,0.00023105954594255400,0.0006680197656893060,0.00042481040578984400,0.0010958169965342800,0.0006915097501238490,0.0013511175619636200,0.0007943778270909170,0.0010515073862097600,0.0006342561487683290,0.0009654039785478480,0.00112256585499073,0.0009600650973195550,0.00024257397923576700,0.0002020179706410990
389,3.02854087051075E-05,7.37622458774864E-05,1.2114163482043E-05,0.0,0.0,0.00039307095121313100,0.0009354211220648520,0.0010873907979068100,0.0018294872485020600,0.0022268892421745100,0.0006742510433574160,0.0018498402996019000,0.0007263285884207950,0.003306579665824650,0.0013561984611476900,0.0036129787224598600,0.002338862848009410,0.0033734632432690400,0.001656119825869270,0.002355165223721190,0.0032070045903668500,0.0031543884128108600,0.0008277211814854390,0.0003602065216726240
390,0.00011029069755386500,0.00018150496313617900,0.0,2.75726743884662E-05,2.75726743884662E-05,0.00019981147643248900,0.0006564899393176240,0.0012233895659897300,0.0020903621986445400,0.0018619592634947100,0.0014455643846239100,0.002066343371794200,0.001735439186539800,0.002838899544817000,0.0016274556192437600,0.00292170411044985,0.0026797160963471100,0.0034017690862268800,0.0023803247045029600,0.0027327810863425400,0.0028768351336264300,0.002013686048344300,0.000975541536679365,0.0007503842848184030
391,9.0281950470443E-05,4.10930278678538E-05,2.68795453603068E-05,0.0,0.0,0.00020909716679683400,0.0006006661034192330,0.0006266646534503080,0.0011617147384964700,0.0014020873166970700,0.0003864357013288850,0.0010426111442648100,0.0006270162486907360,0.0018988476478021500,0.0010332009757487300,0.0025024308008800200,0.001468948832257520,0.002000844123088090,0.0011025225419816600,0.0016743527202370700,0.0019239704158095800,0.0017726395742616800,0.0005854855053076530,0.0002976819235015820
392,0.00022771482231946600,2.21634270335643E-05,2.55391316958003E-05,1.73620455924502E-05,0.0,0.0001092314890992970,0.0003122015088572510,0.0009597040337470000,0.0006727038959411210,0.0009157440990705680,0.0004974567027657510,0.000788707080717784,0.0006549709093528470,0.0012835080261410400,0.0009068508115938210,0.0014830064972026600,0.0012388610697610300,0.0014790311312028200,0.0010228529402568800,0.0011329763337676400,0.0012600004113308000,0.00103341443399547,0.0005546042225859000,0.00029660150404481800
393,0.00022870152636776200,1.91696193962977E-05,1.91696193962977E-05,1.91696193962977E-05,0.0,1.91696193962977E-05,0.00010954006806674300,0.0007969555996619910,0.00033881581631614700,0.00045333247188454400,0.0004895551658873110,0.0005081496333205890,0.0005546080100006720,0.000764234171777481,0.0006715788323582300,0.0005770618515204180,0.0009085458187579860,0.0010061275385024900,0.0008455593122580490,0.000574677476500181,0.0006895206873715270,0.00039251600578089100,0.0002774175405160940,0.00024546195668521800
394,0.0002103356798482610,1.12779136139442E-05,1.12779136139442E-05,1.12779136139442E-05,0.0,1.12779136139442E-05,0.00010006988449951800,0.0005810754910824400,0.0005990513900632920,0.0005546089820188090,0.000639451701217995,0.0005990173930823550,0.0005607719417176730,0.001351295946029860,0.0011787929611928500,0.0006197336988005480,0.0012293597590855500,0.0011558152318721200,0.0011609596098984300,0.0008996443758040440,0.0007911546808728320,0.00041085878108949400,0.00034646215894150500,0.00028092925867605000
395,0.00010164648928291700,8.94993167164478E-07,3.62295981702117E-07,3.62295981702117E-07,0.0,8.94993167164478E-07,5.05837639263837E-05,0.00019264539203925900,0.000567707912526552,0.0003029042546657950,0.00039455027261052300,0.00032268321051151700,0.0002774989655715720,0.0009202888590917240,0.0009150450744074650,0.0003785294804915200,0.000740386925346716,0.0007036195148480440,0.0007402612254126080,0.0005896649711364370,0.00046163222655038000,0.00028706957306823300,0.0003045368854776230,0.00014048473739918600
397,0.0005890074679674710,0.00044607051223563900,0.00022053971689705600,0.0002611651000957360,0.000266406262262469,0.0001696339790042380,0.0009321958935015710,0.001598606086636180,0.002698219359279460,0.0018501942269187500,0.001796789239686410,0.002322165430925050,0.0032404506097763400,0.00305173823282476,0.002874560836121460,0.002178486596964590,0.002447472546786330,0.002645474417586050,0.0033565901973897500,0.002202197900581620,0.002776452760361440,0.0021328818059911600,0.0017420368883580800,0.0010357973016036100
401,0.00045474146429065900,0.0,0.0,0.0,0.0,0.0,0.0,0.0003720611980559930,4.13401331173326E-05,0.00016536053246933000,0.0004547414642906590,0.00016536053246933000,0.00041340133117332600,0.0004960815974079910,0.00045474146429065900,0.000413401331173326,0.0006614421298773220,0.00037206119805599300,0.0005374217305253240,0.000620101996759989,0.000620101996759989,0.0009508230616986500,0.0005374217305253240,0.00012402039935199800
402,0.0004315955208610280,0.0,0.0,0.0,0.0,0.0,0.0,0.00035312360797720500,3.92359564419116E-05,0.00015708446504787500,0.0004315955208610280,0.00015694382576764600,0.00039235956441911600,0.0004708314773029390,0.0004315955208610280,0.00039235956441911600,0.000627775303070586,0.0003531236079772050,0.0005102080730250800,0.0005885393466286740,0.0005905511218389220,0.0009025676374441960,0.000510067433744851,0.00011770786932573500
403,0.00019073744021691900,1.74898993589466E-05,0.0,0.0,0.0,2.21592221881212E-05,4.43759647237843E-05,0.00028756766763420300,0.00014185712817638900,0.00039913760515835700,0.0003310017571737440,0.0002357915511390800,0.0005062907346416830,0.0005111480538968240,0.0005769433530769930,0.0008788444547148130,0.0006311063245265810,0.0010409812220303200,0.0006121686685683940,0.0004265062667017090,0.0007532679661267690,0.000806905135269255,0.0005467406286124080,0.0001336637895115900
404,0.000441703953394802,2.91848176810348E-05,0.0,0.0,0.0,6.59934804639349E-05,0.00021547119322467200,0.0009633385147308430,0.0009960769567674410,0.0020568368312723900,0.0011760878886238900,0.0012039243048902500,0.0018301881685902900,0.001898840613195330,0.002507991788886220,0.005259190493384710,0.0018831770204796300,0.0032071168505046300,0.0026816894383672400,0.0012937218195624900,0.002462702459475250,0.0029510441436957100,0.002082883927109830,0.0007384163172871400
405,4.94840478190207E-05,8.81472114469587E-06,6.71899388937902E-07,0.0,0.0,0.0,1.88069620574878E-05,1.56526660739141E-05,0.0001091280414657200,0.00012225987530745800,0.00013117496933238500,0.00039391065413978500,0.0002294394132249270,0.0001750123539971200,4.2468218580746E-05,7.10508105978316E-05,0.00013010396300631300,0.0001871121063478480,0.0001771109195809910,6.1951603716865E-05,0.0002895824348679580,0.00012863668661518000,9.90244680744074E-05,4.42961542170587E-05
406,0.0007797607032636500,6.07207137942903E-05,3.49999488609525E-05,2.2907805723577E-05,1.13660671734543E-05,2.62553204865E-05,0.00029121057148097300,0.0006975646156447380,0.001420057547896420,0.0018351310586758300,0.0021159854186826300,0.0031152151238787800,0.002228771903395380,0.001661632378674400,0.0016391521295405900,0.0026429039664845900,0.0022797322940239700,0.002188018765180960,0.0024422885376993300,0.0024301573389732100,0.0024627433356520200,0.001825270600107660,0.0017250655265276700,0.001195495943162350
501,0.0009301488814960940,0.0005195255215495980,3.86220430168769E-05,0.00020042733428054000,5.40934464085503E-05,0.0002488317999613740,0.0007383511040799430,0.002072188527502130,0.0022434074175952200,0.003464121751966440,0.004344834634562780,0.0049275896657733100,0.004435442009083480,0.004342387307623780,0.00431770350730708,0.0030720901806792500,0.005354253130757670,0.005561134805309090,0.00410748290950364,0.0041215614855291500,0.0036500241654840700,0.003916596639360600,0.003110283140478360,0.00167972890360212
502,0.0030581699179072500,0.0005476289514254380,0.0002987801663594040,0.00038992290881890400,0.00031080180540778000,0.0007861059494722050,0.002134555258104300,0.004203484472608530,0.005140724973930500,0.007553692208923610,0.006657634145461830,0.010662743032231200,0.013163531710910500,0.007675881331735980,0.007435578734459670,0.008308403474268010,0.009479461061650020,0.008961073324037090,0.009308287570222180,0.011153236151768900,0.007449377073301020,0.00898979017333911,0.004980188613281990,0.005157751674762440
503,0.0003654753909167390,0.00016462529693943100,0.0,0.00018453643190896200,3.76480760576888E-06,3.98873216458033E-05,0.0006039882235140260,0.0010110633367503500,0.000722115529325504,0.001303039658598540,0.0011910106864607900,0.0016208359578904700,0.0017030690918846200,0.0015803850258169900,0.0018573122273651400,0.0017255771677625700,0.0019624339136089200,0.002358891887111340,0.0020919004049137200,0.001703870010589160,0.002160587233152100,0.003020459325600750,0.0011741484342617300,0.0003462234155231440
504,0.000148154634236387,4.6604766950991E-05,2.22371955652742E-05,4.20469635038804E-05,4.1116504427479E-06,5.41701404324531E-05,0.0003529255979946680,0.0006348871615581970,0.0006325846186778510,0.0018564609029570900,0.0010072466503281300,0.0010252919953858400,0.0011644770426867700,0.001211619941622690,0.0012247748882995300,0.0010324371870934500,0.0013768960454790500,0.0011767010830998600,0.0013085178061253600,0.0010848116400760800,0.001146190857533990,0.001012975168910980,0.0008774561346834530,0.00034088042039647200
505,0.0001619174972568950,6.24378083895589E-05,6.74532423381232E-05,0.0,0.0,6.62630563469214E-05,0.00037816165844143900,0.0004856930623627610,0.0006821705046180670,0.001896256412713140,0.000790190011204477,0.0009675284692423290,0.0012929266620535400,0.001643454035365120,0.0013088065329169900,0.0014070864859083400,0.0012650436657773100,0.0013199786872002600,0.001083182129348030,0.0012082099954196500,0.0011905013710582200,0.0006613698041414350,0.0005516688204649160,0.00045939322319297300
506,0.00013674207593148700,0.00033219155023146700,4.60332954657629E-05,0.0,0.0,4.66073605182448E-05,0.00016543450979441100,0.0007630219718170270,0.001073035707295890,0.0006264733558051530,0.000710273375697883,0.0007131172262220950,0.0010776018141633800,0.0018482182200066300,0.0006175246937457980,0.0010405671597514500,0.0018903612716309300,0.001898507080352920,0.0006152069875412730,0.0009173804473595490,0.0010843873597265200,0.0007203041487772440,0.0013911296532560200,0.0008244460723515080
507,0.00013738231741524700,0.0002186296673623560,0.0,3.43455793538119E-05,3.43455793538119E-05,0.00016277284377887500,0.0006085873435234170,0.001405408248599530,0.002229997295928540,0.0018812859824047700,0.00175544567544561,0.002328188692609450,0.002253681122811940,0.0032072461512551400,0.0018098853060818500,0.0027575751923670200,0.002807867636624110,0.00356685773219393,0.0026385469991868400,0.002885425943885790,0.0029318124328006300,0.001845096495939140,0.001095769235917880,0.0008534041380013110
508,4.52649493935425E-05,7.96839420387477E-05,1.05072393953758E-05,1.25562122070035E-06,1.25562122070035E-06,0.00013281202522973900,0.0003768331192919760,0.0007210152514711120,0.0012368282012483200,0.0010890236189604800,0.0006541334116432130,0.0009236673409739930,0.001074400832619230,0.0023241156236952300,0.000918837279298817,0.0017722519538152100,0.0012930775885315500,0.0020243943902262400,0.000932991559247196,0.001143703475569520,0.0013252132026550700,0.0011472293562131300,0.0006406896918877890,0.00030293199813227300
509,0.00030185332686251500,6.15104952465575E-05,5.76600012518114E-05,5.74062650227753E-06,0.0,6.57595765569439E-05,0.0003392738047677740,0.0009185887931419350,0.0007985160453263530,0.0011303499648795400,0.0007774821379761340,0.0009923838957788120,0.001431838246008900,0.0018685046263382800,0.001256068002012270,0.0014071835680812400,0.0011884874338854600,0.0015834803605772500,0.0011363041970927600,0.0012511437891657300,0.0012975259175244700,0.0008380680680972260,0.0006846057598722180,0.000400911411716491
510,0.0002948593089447160,2.3581527667023E-05,2.3581527667023E-05,2.3581527667023E-05,0.0,2.3581527667023E-05,0.00013758898242661000,0.0009984049553798800,0.00045875022556460600,0.0005897186178894320,0.0006750645843571980,0.0006706348641642860,0.0007076262562245480,0.0010031475476253400,0.0008855890196937490,0.0007506724634182270,0.0012018389863966200,0.0013088767406508900,0.0011271942198200200,0.0007410303367618270,0.0008572286614302870,0.0004324482913713270,0.0003433825675418900,0.0002934991056815880
511,0.0003841430344446690,1.73615907883226E-05,1.34356214766969E-05,1.34356214766969E-05,1.17779079348772E-05,1.34356214766969E-05,0.00015261187320753000,0.0008222992051277520,0.0008183202719576310,0.0007285100449950910,0.0011592847549732000,0.0009069570605295750,0.0008084191948597700,0.0013658403212987900,0.0012611259736088700,0.0008359671524048380,0.0016695355874198200,0.0017126270282203000,0.0017045689872217400,0.001024769868702830,0.001070882365441570,0.0005596561996457250,0.0005373352614361170,0.0002720148552671380
512,0.0004958940323351550,8.1923011995084E-06,5.29944013183963E-06,5.29944013183963E-06,8.67858320300632E-06,5.29944013183963E-06,0.00018510597170381100,0.0008120910764618190,0.001373881604802240,0.0010796995128833600,0.00181319397935719,0.0013934285858079200,0.0011823506239956600,0.002360830615030250,0.0021760711644093300,0.0011584107514792800,0.002592338244586200,0.0024926050593131400,0.0027275216080981800,0.0016660712645580600,0.0015645415122807800,0.0009209323538725030,0.000908885393317668,0.0004067268944400580
513,0.0007021515291040490,0.00012503370620709600,0.00016196455234446100,3.64156062675225E-05,6.89665712218667E-05,7.02794280240374E-05,0.0006227867537159600,0.0017272506213700900,0.0017357363231240900,0.0014292596307036800,0.001992238867351800,0.001872819370531510,0.001916758414668950,0.0027368252197849300,0.0027551655902206100,0.002088324405772070,0.0022919598120790000,0.003333599516055210,0.0031739631419822000,0.002296079133376330,0.002401465197973900,0.0023336582769941300,0.002218316409625360,0.0007369836595935280
514,0.0004663959773390010,8.12709553078696E-05,2.95572125630656E-05,3.82461425697579E-05,0.00010751870898963800,4.27561857336174E-05,0.0005413766917535900,0.0016537862556016500,0.001536920772329240,0.0011457574854716100,0.0009737048360449260,0.0009744992763934780,0.0013093365567836800,0.0013913978746926200,0.0013461117669155300,0.0010362021041304700,0.001466906446438660,0.0015839851428523100,0.0016960226360029000,0.0011750245378270500,0.0017627811464755900,0.0016050975436030200,0.0013003681845919000,0.0007277433147477450
515,0.0006492762810252520,0.000256582493043478,8.57771033883322E-05,1.55349547072995E-05,0.0002900623168123390,6.57413107523905E-05,0.0010448688910249600,0.0012168755775505000,0.002798160169449850,0.001333312346669200,0.0018986815422125200,0.0015239097454776400,0.002223878308717170,0.002068340200909710,0.002180419840816700,0.0014082288558843000,0.001566729314079650,0.0016602251543705600,0.0020234514572485800,0.001824900813887090,0.0024564461671574100,0.002219247602297050,0.0024607243183516900,0.0010548883720141000
516,0.00011546918541851500,6.2334953562296E-05,5.1361826766122E-07,4.0347856273972E-06,4.52946656877925E-05,4.50852130203925E-05,0.00013887904001533400,0.00036136668134075700,0.0005301451093619220,0.0004241570062766880,0.0004106882186147640,0.0003224449372520990,0.0006154900092943870,0.0004885941977814040,0.0006039377322458020,0.00031802344422126600,0.0005944417109121310,0.001304725686184620,0.0005275834891867860,0.00041864086976731200,0.0008291203955786180,0.000675012957125147,0.0007843019811306,0.0001965743777662930
517,0.0004293311198913780,0.00013322269454228700,8.00220031518255E-06,1.69923809901072E-05,7.88350519816752E-05,0.00011929336404729100,0.0004177858432200650,0.0012453530881708300,0.0012230357601154700,0.0011271626485306100,0.001889428333673550,0.0012464847253212300,0.0013825123272397000,0.0014924442312826400,0.0014240148176654500,0.0012926898355811300,0.0016007227711986600,0.0013533483577825100,0.0016992483898552900,0.0012221722631088900,0.0016646757980701500,0.002044379353417070,0.0017745530623873700,0.0005852928735574720
518,0.00022661158315467100,0.0,0.0,0.0,0.0,0.0,0.0,0.00018540947712654900,2.0601053014061E-05,8.24042120562442E-05,0.00022661158315467100,8.24042120562442E-05,0.0002060105301406100,0.0002472126361687330,0.00022661158315467100,0.0002060105301406100,0.00032961684822497700,0.00018540947712654900,0.0002678136891827940,0.0003090157952109160,0.0003090157952109160,0.0004738242193234040,0.00026781368918279400,6.18031590421831E-05
519,0.00038593944612176300,0.0,0.0,0.0,0.0,0.0,0.0,0.0003157686377359880,3.50854041928875E-05,0.00014034161677155000,0.0003859394461217630,0.00014034161677155000,0.0003508540419288750,0.0004210248503146500,0.00038593944612176300,0.0003508540419288750,0.0005613664670862010,0.00031576863773598800,0.00045611025450753800,0.000526281062893313,0.000526281062893313,0.0008069642964364130,0.00045611025450753800,0.0001052562125786630
520,0.0004099849293191950,0.0,0.0,0.0,0.0,2.65000198373638E-09,1.32500099186819E-08,0.00033547714674185400,3.73400163531417E-05,0.0001492090152994940,0.0004100326293549020,0.00014915601525981900,0.000372793313077142,0.00044734084568423900,0.00041011477941639800,0.00037305036326956500,0.0005964014608726440,0.0003355672468093010,0.00048466761202746200,0.0005591091445552090,0.0005591674445988510,0.0008573655250331890,0.0004846225619937380,0.00011185839893841700
521,0.00037103679303544300,2.38751748226988E-05,5.00904805885325E-06,0.0,1.66968268628437E-06,2.70637439279099E-05,7.49239438508588E-05,0.0005121878372514540,0.0003612417752039420,0.0007651725309783200,0.0006381632094345730,0.0005798651931223880,0.0008952308152817710,0.0009045495368684480,0.0010258762767807900,0.001738588293972810,0.001013324738184540,0.0014097488822679600,0.001159846008879230,0.0007454122099356390,0.0012077016534373700,0.001417079982002310,0.0009597731852885080,0.000289563846592371
522,0.0002278509230808770,2.44146810624828E-05,2.39247074401109E-06,0.0,1.38794250713445E-05,5.4907223328444E-06,0.00029991393589605400,0.000452188504201435,0.0006525724820058600,0.000666515771171276,0.0009551566594367450,0.0012800156288931000,0.0007722985755049070,0.0011928432382334300,0.0007908510166709990,0.0009494924898872650,0.0008925326000695520,0.0010430504445778200,0.0015400525985773500,0.0011654964921679800,0.0013769191867939100,0.0010112912841256000,0.0009185101944765310,0.00040530493483899300
