,cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23,WHF
10,4389,0.0006277473629896100,0.0003341554063804390,4.33606607556053E-08,4.14454306515594E-06,5.5236612002349E-05,0.00018678049796146400,0.0003883951399694500,0.0011181964978527800,0.0024018887545458100,0.0020803786789314200,0.0032800164437561500,0.002469559332786490,0.0027651498872369800,0.0019152601576612000,0.0026731679733923900,0.0025422753741322700,0.00361277773786515,0.003395206661674860,0.0024529334930288700,0.002740647067130040,0.002447380501911610,0.00202496684807034,0.0014851897064448000,0.0008518021209871230,1
11,4390,0.0008748759152200380,0.0002604287770398750,0.00010751442403000300,0.00022075860475683600,0.0001561592164677450,0.00034202997282280000,0.0007090623085774670,0.0033254676987555400,0.006469175305904730,0.0067100049076917600,0.007277034549603460,0.007733405520654130,0.007427208885468480,0.006421018763544580,0.005529455757810480,0.006444887275082320,0.006769727967814540,0.006830355566349440,0.0066355024735164600,0.007221943300855560,0.006783577971996900,0.004840579288487220,0.003609535884778190,0.0021866610758458900,1
12,4391,0.0007599217201535890,0.00043505089855483700,6.51530925808955E-05,0.00018644588878191300,7.6013295309481E-05,0.00024313873756550900,0.0005338286615454570,0.0024437042817658,0.005469266698643070,0.0058314528326058800,0.0074259759242415600,0.006981015359767520,0.006547455836797240,0.006681113925513540,0.005899746457282660,0.006517672328197100,0.005936588546625440,0.006439603648722380,0.006681905404740410,0.006660252478326980,0.0073072411525378900,0.0046793569869815300,0.004615420209472470,0.002424234819412440,1
13,4392,0.0011231281644506400,0.0003878149755134850,0.00016180032773681700,0.0004891500820588690,8.09001638684086E-05,0.000645212803335534,0.0018542824133880900,0.005810956119759990,0.01267326953327230,0.013761584273292100,0.016167707518575600,0.01724082117666850,0.013671841134190700,0.015130786063029400,0.012463271928155800,0.015132800718353400,0.013648002903194800,0.013417807715268800,0.0149666615717972,0.015865209342721100,0.014819541322984600,0.010558308927964000,0.007980426475451360,0.004251560181832530,1
14,4393,0.0012040599321426800,0.00021026390651047900,7.01099169779625E-05,0.0002453627612817330,6.44964354566163E-05,0.0008841056581704330,0.005028388305333250,0.00939308669770894,0.02117162529424870,0.01951533129882770,0.026634911443593300,0.026792419377349200,0.015872223085602500,0.023613912079930100,0.020338610391921000,0.025176642480197800,0.023597377585405400,0.018515113646931900,0.020467009140543300,0.024186139870857100,0.020307492484306500,0.018046184865259200,0.007674546157385360,0.004997700196067450,1
15,4496,0.0029801309988997200,0.000783988512643901,9.412079943343E-05,0.0,0.00021759105632609900,0.00024177224578770400,0.0007622702895049240,0.004864111081436980,0.012625462841162000,0.018451570356064400,0.01648066105911970,0.019256729672215500,0.018239630073720500,0.017556466862834200,0.014951528966912400,0.015023307700877100,0.01740574613101270,0.015942000991438900,0.012288404072487900,0.011242064402320400,0.013918884678990800,0.012721166202512700,0.01052869813517500,0.005545148728338660,1
16,4497,0.004673273946414580,0.0005977606425055490,3.31276837657125E-05,0.0,0.0002839493072512890,0.0002906567795236410,0.0014119725852153100,0.006458519299324670,0.009081411433327970,0.012652006991865500,0.013529046057540600,0.016281466270096700,0.011824248466449000,0.01146932445847690,0.01235834526690000,0.011573848067176800,0.013488941129432100,0.014577956691967400,0.01240435484520670,0.011302471198816400,0.013545748930451100,0.009428017654900500,0.008605103538686060,0.004605106271815800,1
17,4498,0.004936478544568420,0.000930778631502321,5.42664319284862E-05,3.10093896734207E-05,0.0005553294951578730,0.0003183972643741840,0.002004836587123200,0.007353184508948670,0.009494625635409760,0.013167642381479500,0.014081892373757100,0.017713516667417500,0.009766332652808060,0.01019142338543420,0.011457827658165400,0.008938033560186580,0.014223722539367100,0.013735711897417700,0.01455590657081780,0.011160624452017200,0.01499682635887830,0.010106834324521800,0.01176680148019150,0.0036768785770476000,1
18,4499,0.002777061523940940,0.0015803823910806300,0.0005410159130616180,0.00039554031081224000,0.0002450928944376470,0.001041973755445000,0.0025841443558389300,0.011491617105279200,0.017333334538027800,0.02119677338196720,0.02088359147405580,0.02211813398267960,0.021522888687792500,0.022759254002013600,0.019027414468002000,0.021311741424401000,0.021988631993644500,0.0232228565744191,0.02054103391779240,0.018328923698581700,0.021129111421913000,0.017307118133729700,0.012174028328262500,0.00836519858132492,0
19,4500,0.005810242437392050,0.0022341258023257500,0.0008650794451325270,0.0004059991212201510,0.00026363869936738900,0.0009803255784205630,0.004153611251992490,0.01853975065363200,0.03419084258676940,0.03760231250852420,0.04418683533250990,0.039937399470523400,0.04248620300303590,0.039427348577196400,0.032904125172703500,0.03767219961226980,0.04210547173882920,0.04392964582477390,0.03395134141422630,0.033140758106056800,0.03640045336137670,0.0333421464315327,0.025429228954295000,0.01609858754596080,1
20,4501,0.0017464564415425400,0.0012753171153935400,0.00026944497515037100,0.00011200195402165400,0.00047247193552913700,0.0009339808903873370,0.0017230391951589400,0.007815446774575060,0.013743622817113000,0.014827035015387700,0.019316640883298900,0.019042742273683500,0.021812307593265100,0.02107939001501710,0.026846492279878800,0.0170096423234335,0.017676099947830200,0.020132135295034800,0.01603003030967930,0.013787156870324400,0.015097644330027400,0.012298581124635400,0.009728174586308110,0.006417069595627720,2
21,4502,0.0013923351306401000,0.0008775264650822480,0.00037223706864885900,0.00012670660451335500,0.00021075681795350800,0.00032494454992055700,0.0014743341609784900,0.0055319272591685500,0.009850713027007780,0.010394575410492500,0.011360766176000400,0.012712313135571400,0.012506142681976300,0.012838434390658200,0.011733728948871600,0.011854977723063800,0.012164622537608400,0.013053328155987800,0.011605894769042500,0.009107219481208680,0.010955019180256300,0.008132725531959080,0.006064705829453630,0.004516378107042980,2
22,4503,0.0017725837379696300,0.0014141779485076400,0.00025963351705836800,0.00010727515989143300,0.0004921628831998930,0.0006196643322632360,0.0016216637333658900,0.007916802010261680,0.011586991919019300,0.012755386875011600,0.014365414123561000,0.013840420698166000,0.01701215856961330,0.016832485577806500,0.0203401296661692,0.01299208655327730,0.013494644543741900,0.014233924943135700,0.011090933291627100,0.010651250954542600,0.010874291906486500,0.008472019856032060,0.007024667710074360,0.005471840517083520,2
23,4504,0.00034844204545305100,0.00019738205780020800,0.0,2.02504152619986E-05,8.77801336599729E-05,8.12756798756137E-05,0.0003739755321294750,0.0016695949627010500,0.0032250945164287900,0.0027107288303633600,0.003910883012224470,0.0031218029788272700,0.0034135362814544000,0.0032857896179508600,0.0021772707940869600,0.0033705030021491900,0.004818854198807380,0.004941969956474550,0.0026383769372461500,0.0036165163947798400,0.0031322354906956100,0.002380948792051950,0.0017862441399741700,0.0006223456208687910,2
24,4505,0.0008266993313600600,0.0004018605887827310,0.0,7.80856519820095E-05,3.00077001141647E-05,0.00029712589743062800,0.0006412618817688760,0.001595897992473300,0.0027904558918795200,0.0027087391228242400,0.003953203533300560,0.002715396873186920,0.0035118130838763900,0.002671012742712,0.003565900632329580,0.004009206797471790,0.005575962444941350,0.004768036922547100,0.004392949890551530,0.004162665745358390,0.0040702853388923900,0.0034778585078101900,0.002986493894260040,0.0012278447380040800,1
25,4506,0.00043596097440697700,0.00012799865100596900,1.55544078098958E-05,3.34169691164458E-06,0.00017683753814580700,0.0001872808435902480,0.0007448810938080960,0.00220288307060864,0.004358612416332740,0.00443157639401695,0.004589017758625200,0.003551071216720340,0.0043614592073460400,0.004046561355598030,0.0043783796899882600,0.004330873584114950,0.005119287343785680,0.004986354006857620,0.00502200802072419,0.00513249975642759,0.005149687326575770,0.0040120533265702,0.0027058712096829900,0.0016498304282055400,2
26,4507,0.0013828530400041800,0.00033251548133267100,0.00016730812184096700,0.00011872994748154600,0.00036671841198369500,0.00041975223511821700,0.001085824313957110,0.004187333179429590,0.00798910575589941,0.008581569029004860,0.008832330252703080,0.008811755015227970,0.009365743551865570,0.00829575985932887,0.007127300505591620,0.008640759286544360,0.00863721445660883,0.009082312116393950,0.00833803095706174,0.008686143840162580,0.009341184407190970,0.006097339174883000,0.004834860056613150,0.0032029530963465300,1
27,4508,0.0009819024186924230,0.000408223754228432,0.00012183357563223900,0.000365500726896717,0.00011021098785100700,0.00040323246702072700,0.0006492959475521760,0.003591534853242150,0.007984142353860730,0.009128753161016470,0.01042025220336550,0.010807620444414400,0.00983267393776789,0.00969653216294336,0.007908668489170200,0.00925912991330494,0.008353958045642120,0.009220528601489090,0.009857174458732720,0.01022933857395520,0.010122118024824400,0.006537819816790200,0.006591274492532700,0.003118851705454460,2
28,4509,0.0011426832054052100,0.0003794160200254300,0.00016898206552166100,0.0005069461965649830,8.44910327608304E-05,0.0007009788263251960,0.002118647703168970,0.006271687125375520,0.013596324177137400,0.014529379011853800,0.01726009079573910,0.01848747616970130,0.0143825110838352,0.016082823581948900,0.013349951443095800,0.0162664772870911,0.014511363485252000,0.014143161954949500,0.015931597612323700,0.01701939249491450,0.01576184682541540,0.011367821207503100,0.008254440273162750,0.004407552105061880,1
29,4510,0.0010242676138582400,0.00026637376118397600,0.0001008588279803200,0.0003132704669192630,4.40438460151644E-05,0.0006575785768270920,0.0031125810089807500,0.006869215992131730,0.015338877012345400,0.014862307576916000,0.0190164796914392,0.01984206752489900,0.013075770244920600,0.017118287255804900,0.014473900208591500,0.01784327874182450,0.017188268228213900,0.014751213580510100,0.015524517245826700,0.017196469583678800,0.014671631753395300,0.012594354358053700,0.006284719166892870,0.004192895483906410,1
30,4613,0.007875688547680240,0.0014932258949499600,0.00021735459216882000,8.4779867252377E-05,0.00025465515922183100,0.0005433197584228940,0.0018514783984297200,0.012235291724598400,0.027932236006344000,0.03621232760775320,0.0334458874053834,0.04043181895221940,0.040308574133695800,0.03393514260369320,0.03324869922739420,0.029774102816529800,0.03772750436998220,0.03752683936643900,0.02273367959011060,0.031044896856550200,0.027060535285910900,0.026045695938600400,0.021701362492473000,0.012674697769649900,2
31,4614,0.0032456941627656300,0.00043621695398862700,9.77783692868342E-05,3.6640093320377E-05,0.00019828137350161600,0.0003219755857439490,0.0012826753437393400,0.005726807351789950,0.010138892137781000,0.01397489274681800,0.01624351740923490,0.01875566565176420,0.015393291162164500,0.015541460039823900,0.014170404355096600,0.014553913819972200,0.01644432086280190,0.016276619116416200,0.013420448104497700,0.012387761280491200,0.014685871349016400,0.009892540415936210,0.00951969554973567,0.004565327651537120,2
32,4615,0.0038403784880554100,0.000821100759985485,0.0001652114977019710,0.0001121442404442680,0.0002496630129449340,0.00023413289137051400,0.0012620719798909400,0.006502351521929680,0.011142288141039700,0.01305832643620270,0.01518373847502000,0.015469216756753800,0.013026817646320000,0.0117675872083884,0.013233288084164300,0.011981785211684800,0.013737178190151800,0.01524022395412580,0.013125479386610700,0.012021194678845100,0.013512045121801800,0.008391602227396970,0.009365849490620140,0.004302787686176450,0
33,4616,0.0017938555089176600,0.0009069100763552360,0.00018826727677177300,0.00023042875595215300,7.63177634863553E-05,0.001245063883930690,0.0011182556315928800,0.007876774635706460,0.01473132470013840,0.01656889093813910,0.018176033099152300,0.018242512576556600,0.018041003682011700,0.01771504559315380,0.01752632891791550,0.016173635497230500,0.01421585457929910,0.019926145687716100,0.015204061260342700,0.015045142950255500,0.014315408505491900,0.011690363482197700,0.007688088048474160,0.005299578043140290,0
34,4617,0.0054537286426335200,0.004460813965599680,0.00034749512799176400,0.0001312004203467370,0.0019783423620680500,0.0029189873806097600,0.0037232211174246200,0.02030816387190760,0.030295687122316200,0.032128844655817100,0.04775721123268560,0.0410086501223523,0.05688437918197110,0.05443566483240440,0.08354227501656820,0.03391286050961280,0.03673815734343960,0.04358474894436810,0.029092620189825900,0.030306646787290000,0.028699552218263200,0.02288045292061940,0.022486040218633600,0.014580602129209900,1
35,4618,0.0037539849555188200,0.001854041757562370,0.0004878045100109370,0.00019094262491059900,0.0004540778409892200,0.0016859190774984300,0.003178463253613450,0.014534401709757400,0.025994637023430900,0.030051687503554300,0.03602544046560370,0.0360051848198329,0.03402747285533700,0.032982483673281700,0.03700786404608720,0.027810976854025000,0.032876363824714500,0.03561855155084250,0.029676845567197200,0.030700663542022400,0.029315230844632400,0.02678555652489600,0.018172734730224200,0.012490340621168600,1
36,4619,0.0052795097897859000,0.0013529838213921600,0.0008601151018515340,0.00011320558194182800,0.00041230732151540200,0.0005808325594590620,0.004168977204257460,0.014324967403831300,0.028613599075603100,0.031473879916529300,0.03524797634027960,0.03406807791014320,0.03181316486491920,0.033837133092899400,0.03013732587826470,0.027289587963658900,0.030723353554139600,0.03565940687555410,0.03157179998533070,0.03076831478626170,0.033137128909391000,0.03000918672272630,0.020439150237405000,0.014449720769274200,2
37,4620,0.0022257893229858200,0.0008381773313832610,0.00011906711824438900,4.16557757269169E-05,0.00022019354929999500,0.0004170900200663310,0.0018070878770473900,0.0073543531516496400,0.015600727797227300,0.015902081891374300,0.01659875707213950,0.016568809966165900,0.015339547166672200,0.016866293426167300,0.017626139117035400,0.015556662236136300,0.016007773592797900,0.017893560845324300,0.01652672050299700,0.015484503052035200,0.013948251602923300,0.011790316696273400,0.007733221978010460,0.006673208536681040,2
38,4621,0.0005226014416339630,5.94036876647451E-05,6.14224591413546E-06,2.30870899135333E-05,0.0002236040894993940,0.00014466353276309700,0.0003105736217349420,0.0021939383744282200,0.004758039840244660,0.0037944026137093100,0.004955863825297440,0.004164352354691450,0.0037979666385988200,0.0029217543538216000,0.0027347577587218500,0.003048524107873560,0.004270959639975780,0.003684897861930020,0.002268354743945040,0.0041412362148162900,0.002534932276861590,0.0032465992146077400,0.0019465678985174400,0.0005558716696728770,2
39,4622,0.00040102494949572700,0.0001165947982262120,2.98615966920308E-05,2.55451065897318E-05,0.00011078849259440000,0.00021293477702390600,0.00045963007860182700,0.0017006953015424000,0.003683109377368360,0.0031503272809014200,0.0035338993946423600,0.0036153424869392600,0.0032960082920062400,0.003016589225956470,0.002891717749238550,0.002662828574552470,0.0036198858309964300,0.003942833913785830,0.003106689769712270,0.0035795449147836200,0.003395425584342200,0.0029332861447226800,0.0016213850579704200,0.0012607444691644100,2
40,4623,0.000479373720216401,0.00011962475025510100,3.27925224157128E-05,3.52404160388205E-05,0.00019797741089922200,0.00021682775585295100,0.0007415782640218240,0.0028715738359243900,0.005299990553857120,0.0056639248175482500,0.005793485638188300,0.004584813895443360,0.005571404984362510,0.005056427269656520,0.00493246507668775,0.00514264453946259,0.006256085641146710,0.006057278876965650,0.005787207004515030,0.00616255339610111,0.006327984864257470,0.005009555385246820,0.0030625644077591700,0.002001739283819570,2
41,4624,0.0005504506156681880,0.00028129302152815800,6.61447101172196E-05,0.00011615478101937200,0.00014084134004170200,0.0002143986915639290,0.0006584308309410660,0.0029186831565356900,0.00554745739294068,0.005778612305154870,0.006754146078788070,0.005701218549769590,0.006271640923922650,0.005375124523506770,0.005265398297755370,0.0060614780745811,0.006239755395970940,0.006133308029367090,0.005783276345852540,0.005745330681075390,0.006380613558536340,0.004841236714886770,0.0033172259249915600,0.0021515333677367800,1
42,4625,0.0008809663602593480,0.0003293572017667520,0.0001824965379974080,0.00048315044382038000,0.00012601619996795700,0.00048659858401178800,0.0008872272673878670,0.004573589965879130,0.00933903557864172,0.01090113910321970,0.011325464928263200,0.012227757273747000,0.011864693088081100,0.010459964273280100,0.008672514691842810,0.010802886985506300,0.009854509657745570,0.010814504173077000,0.011365783342685300,0.011203278090179300,0.011019737472541300,0.007458474082245610,0.006348372091506590,0.003511474988253750,1
43,4626,0.0007630494580268980,0.0003366125448909810,0.00010823134385709000,0.00031376702035041900,6.98687004268843E-05,0.0004238328502602340,0.0010189871207773700,0.0035772804206484800,0.007882051612788720,0.008212466610207680,0.009760081825920170,0.010450032501538600,0.00881721104274417,0.009006218870792150,0.007682169285525070,0.009162649828014880,0.00805265674217399,0.008417147988636010,0.00926244367257028,0.009566089267416730,0.009383094119691090,0.006288668893272960,0.005273057610429340,0.002865651307682660,1
44,4627,0.0012198722475366000,0.0003905893459668140,0.0002900217250696890,0.00032535512965697500,2.44763151684998E-05,0.0005198322327308630,0.0010088337006756800,0.004512716217266600,0.01276900042243280,0.011517489832291700,0.012985961379338900,0.013332504890582400,0.01233496555273030,0.009991320035334620,0.009901066870466350,0.012526106301305800,0.01359628432275460,0.013035655732072100,0.012270157402335700,0.012025520790716000,0.010571985841696600,0.00798779161289856,0.005679192292284590,0.003613876502906390,1
45,4730,0.004520782207870450,0.0011963476902146700,0.0002782928160511560,0.00010951389994480400,0.00015978404728114900,0.0005799449285114720,0.0015201156229414500,0.007681887240569640,0.01568807909449080,0.022113349455052700,0.019362559126429500,0.02526896390452650,0.02647693849173110,0.023062734408830500,0.02360063828905700,0.019338353353485100,0.02402459092737120,0.024348085970762900,0.01433198569170110,0.01692331001439330,0.01674694573942950,0.017091229740849600,0.013049842373910100,0.008760193358003970,2
46,4731,0.0022796721282858100,0.0005389138335803590,0.00042744047453057600,0.0002954247108574430,3.09856945393151E-05,0.000670149257456977,0.002005754407280870,0.007911162698174630,0.015990406367274500,0.018740491401823500,0.023728572911768100,0.02567060212865160,0.0251208524791238,0.023823184277985900,0.024854777744124100,0.02292952609519830,0.029411989012939500,0.026857367150435700,0.016911729749563100,0.020379695470679900,0.020589067074435800,0.013555409169984700,0.012123656375757000,0.006291666924630710,1
47,4732,0.00256025843119161,0.00109104753957058,0.0005244125060381990,0.00015025963096450400,4.28674988747341E-05,0.00028561473653220000,0.0005925605334081030,0.008866037976919220,0.017234172690311300,0.012894250682557400,0.017558408525632800,0.01334050342803630,0.016525039805236000,0.01795782506855310,0.020707726989348800,0.016909026881011700,0.016908894793631200,0.016400834322894200,0.011456935611665900,0.01316829960765130,0.013111375965100100,0.00699299306850442,0.007967471583220260,0.005159791870002460,0
48,4733,0.001227984669656670,0.001006148854111470,0.00013511377213264200,2.90090835073474E-05,0.0002636708680185760,0.0008635171572075450,0.0007313227298984620,0.008159794826091140,0.016250966340704700,0.015303112203779300,0.01810777216920030,0.020183674477120300,0.019650168388967600,0.01654673636007780,0.021341026400074700,0.0160800669637484,0.013203397785171400,0.019586115415505500,0.012366955715590600,0.012641231948509100,0.010961326720827100,0.009886119387902210,0.0077284619519574400,0.005159507913265040,0
49,4734,0.00312247329846179,0.00278201119079079,0.00018981140878984900,8.90416542864365E-05,0.0013901280948079700,0.002103169318820960,0.002833054621176890,0.014014015059101200,0.021209986354162600,0.021882950162008300,0.030801905109303400,0.026747094315147600,0.03821042395517210,0.03782155057441890,0.06127142518236780,0.02315848266271450,0.022576688716782100,0.03081758342381090,0.019818809596994500,0.02008091939166080,0.020515406649614500,0.017715005533957900,0.014127991624925300,0.008892350452040230,1
50,4735,0.004244051819801480,0.0012188381142468200,0.00047703271829251300,0.0003280531050057730,0.00010766726833185200,0.002015617253249390,0.003268284042411680,0.013169878042723000,0.021987022538961800,0.023528046393135800,0.024324103222944200,0.02487281516018670,0.023654207528181800,0.029435706233265400,0.025495734521877200,0.020491747470571000,0.02374710511039380,0.02891046978813810,0.030581867697230100,0.025081050658948000,0.029669627009280700,0.024331689005112500,0.015812982612745500,0.011446292363500100,1
51,4736,0.002844226809525260,0.0002615254672646170,0.00023753672265093000,8.15642269688722E-06,0.00018997980701562700,0.00033758845292593000,0.0023030277266466700,0.008295770030874190,0.018218066560057600,0.019922855120745800,0.02366102581197000,0.02273106954554990,0.020163918340414200,0.021569267343768100,0.021204961560793400,0.01591234706168960,0.019387554273101400,0.02162912353913870,0.021178558865591000,0.01858146262255830,0.021018264264755800,0.015566420350780800,0.010296061077869000,0.009341159396140520,2
52,4737,0.003161248189686700,0.0007181653548919100,0.00045923389301462600,5.84043049178827E-05,0.00020349586703022400,0.00026701611507103000,0.0021369063748424300,0.009901363977413480,0.025919542488538500,0.02760694789855030,0.034883332119037300,0.03410436147360190,0.03037910876290060,0.029874086709559400,0.030584670462321400,0.030060655450327100,0.0337977019207786,0.032337630040986700,0.02783211932435050,0.030295143839641300,0.024794028816925400,0.02142000742171120,0.015195967474478700,0.011835991723234100,2
53,4738,0.0016494534534978700,3.39597563605334E-05,7.35810700895175E-05,4.76958395138468E-05,0.00016168907002094800,0.00010040499251448100,0.0008896145959014190,0.003899003765602010,0.0074665836452718000,0.009310616458173770,0.010368567380574700,0.008267760022433850,0.00970343763200416,0.007732982456143350,0.008097821598515500,0.00976697137049614,0.010221812071102500,0.01063483454076930,0.007009411684110140,0.008443458421041620,0.007110938477389370,0.005703569123195690,0.0033497190691008400,0.002764257078908980,2
54,4739,0.0005453408457398810,9.48356909070263E-05,5.40037833289503E-05,2.31766136824935E-05,0.00023308052442098300,0.00025291125794054700,0.0008951551139096690,0.0026587524448001300,0.005078180386759940,0.0065124760681363700,0.0060735121621981200,0.004908981664850660,0.005352700422374980,0.004798396521847900,0.004971933693021410,0.005199956560572030,0.0058782513022283000,0.00609373698135233,0.005191017029167950,0.005581213371862820,0.00614845356864966,0.004159866423110640,0.002608709083929610,0.002205089556118620,2
55,4740,0.0005014274302961160,0.00013236826025937700,2.51353442552869E-05,5.15872072325902E-05,0.00017012378908754000,0.00023494667627035700,0.000647144427832731,0.002784091586694580,0.005192080253628640,0.005442167385474660,0.00570127213385194,0.004791686579562530,0.005392194796444760,0.005030443439901910,0.004679074945254130,0.004694279393467260,0.006150326539750530,0.005841880052849340,0.005558529129492180,0.006202915607631400,0.0062040922791689100,0.004845797002611010,0.0029994539296007400,0.001966187265074730,1
56,4741,0.0006086812227904760,0.0002857248365285370,5.14031109963481E-05,7.03080615626404E-05,0.00016109718955240000,0.00020967647925124300,0.0007093364987012180,0.002378694943115190,0.005052927916147460,0.005248371372929370,0.005889162180809540,0.005031130544465300,0.005477508571997690,0.004897942320736090,0.004632885645731110,0.005457571477175540,0.005592567595894490,0.005755518175141370,0.005431523834535340,0.005419339054535450,0.006122008877118020,0.004131650585763870,0.0032553801624093900,0.002254589214097190,1
57,4742,0.0005452869122550750,0.0001752867441146650,9.99745262633303E-05,0.0002230414540191170,0.00015009305880457000,0.00031704509962422,0.0007720253020963920,0.002893763290069570,0.006098832402619630,0.006641061891768130,0.006871632134553960,0.007050276368898140,0.0072520165898340400,0.005996826659422630,0.005355772260260260,0.006737214837783340,0.0061308175248779600,0.006827896250023240,0.006864450330129190,0.0067354938244420600,0.0071756923220283700,0.004668408119494430,0.003614449122261210,0.002329342631532650,1
58,4743,0.0004045043294320100,0.00019141436044410200,1.91000242130001E-05,6.85606840206325E-06,6.38959930257238E-05,0.00012806498232468000,0.0004237187412977740,0.001241965938285820,0.0027857792441140500,0.0022127291314950700,0.003018654987554050,0.0027006071950130100,0.0026282278284988000,0.00244720688314213,0.002687152797458920,0.002634923366006680,0.0026896710288552500,0.0027369377956384800,0.002707749432567890,0.0029705769323505000,0.0031594001496827300,0.0019973146126616700,0.0015844473687472400,0.0011743074262096000,1
