,cellid,callin0,callin1,callin2,callin3,callin4,callin5,callin6,callin7,callin8,callin9,callin10,callin11,callin12,callin13,callin14,callin15,callin16,callin17,callin18,callin19,callin20,callin21,callin22,callin23,WHF
10,4389,5.88625139282556E-05,9.39583620319558E-05,0.00012471631652903000,5.37880055347694E-05,5.37880055347694E-05,0.00018389826662750400,0.00011939441688911300,0.0014253951188596800,0.0036235292961645700,0.00436174066282785,0.004886210030693640,0.0051509908622599600,0.004676860713852840,0.003781280421682200,0.0048331138721680800,0.0041339786181043600,0.00394177111041105,0.006460476518343990,0.004776071018674430,0.00378508517136817,0.0031899534497432100,0.0013511451363263000,0.00045190965377053700,0.00017308961376074900,1
11,4390,0.00047098819767103200,0.000525846149153282,0.00034466117549296600,5.26880224841305E-05,4.1570662251756E-05,0.0004995620298367170,0.0003561530806164040,0.00355485563789561,0.008688881508071330,0.0126881858302833,0.01181278754547090,0.011899679200758000,0.010508050546948500,0.00940236849596784,0.009350709920847670,0.009714181710112560,0.013354485376182500,0.016277744433574200,0.012634000740365800,0.008755102303430790,0.006789801153454200,0.002566153483715810,0.0017492564121972300,0.00044824292596230600,1
12,4391,0.0003532394186799010,0.0004152515760869990,0.00024579338342400400,2.41459995728077E-06,1.61382127173036E-06,0.0003446332819116040,0.0004436177588490370,0.002617362073977770,0.008100913440958910,0.01089699027797460,0.01293375045811250,0.013951952547904300,0.008882624434629660,0.008878855512978780,0.009148769555210420,0.01075014398264860,0.012469245167410100,0.014652456369460900,0.014162207226113900,0.009165868804921120,0.006977736745673970,0.0027057833943109200,0.0019427655355885700,0.0013632365718705600,1
13,4392,0.0011165982410249200,0.0008872360885204250,0.0006654270663903190,0.0,0.0,0.0008872360885204250,0.0010475653392447300,0.006732527975282750,0.0156897468369786,0.025722774960389200,0.025751679382626300,0.02619670137125300,0.01759571221373610,0.020405435337070400,0.01995846580525040,0.02125213945612200,0.027636201261406600,0.03084500911663110,0.0294655786354745,0.018136997736087600,0.012783214524165900,0.004450890759391640,0.003191795536026830,0.0019875466549610000,1
14,4393,0.0014243487327357800,0.00042481022556443200,0.0002883370944427240,4.03607663074666E-05,4.03607663074666E-05,0.0004248102255644320,0.002195852270548990,0.01140840746873250,0.023604192732598000,0.04144311925719160,0.039717902136358300,0.034498641458416900,0.023572399713614900,0.03380076461743570,0.03232735134577340,0.03496106261799920,0.03452639053538580,0.039391716294608800,0.04201555267624760,0.023018321250009100,0.015827150346181600,0.00432510263142658,0.0020567143435413300,0.0019514234191002300,1
15,4496,0.0005721278900860060,0.0008193436285893320,0.0003590721093503110,5.85140495121479E-06,0.0,0.0003018498684995530,0.0016022470586091900,0.0052316881401205800,0.027172867432356200,0.03547065787144360,0.038054660240511800,0.043182683825276500,0.03072941617141090,0.027272157614951700,0.029019453021747900,0.031920917249267800,0.037673195511879300,0.0289831059833099,0.030446340743723200,0.020185500526878800,0.01565924561349220,0.007450836155113210,0.005731006127747360,0.0017457704000530000,1
16,4497,0.0017499779225485600,0.0008092331279923740,9.30807855479437E-05,4.10473655334004E-05,0.0,0.0003846064772004770,0.0009104200477165370,0.007747433164240250,0.026861058526544900,0.029498966009324400,0.024424441529996200,0.027221745982378200,0.02462931027303020,0.02314573880948960,0.03114174591557930,0.02004969429452570,0.024415607411647900,0.027133911085145300,0.01873975975488800,0.022587457579422600,0.009901513194651640,0.005847605612627970,0.0038559150838834200,0.0022791095591670700,1
17,4498,0.001985537230010950,0.0015497481811560700,0.0,0.0,0.0,0.0008500794994724180,0.00020172949312840200,0.007708703020482800,0.03512534905639430,0.03492809845072310,0.024337122757346200,0.031178007678642800,0.027847045003721800,0.0257827407998337,0.036303342047255800,0.02225826405297230,0.025805117622193500,0.03179432121224740,0.02137978362385110,0.026066005381929000,0.011591021185301500,0.006817121813955950,0.004798646880003860,0.0022160585700786800,1
18,4499,0.0016255205447652100,0.0012456166650155500,0.0,0.0,0.0,0.0012528445412217300,0.002371941758692600,0.011157772154166600,0.03244710465046440,0.04086180845911560,0.03818558825255880,0.03556657411931740,0.03619537615160160,0.030950151831815400,0.03427892968400690,0.03294823263304690,0.043654428545622400,0.04681422917955780,0.04796004372630250,0.028663922577070000,0.021096191948927200,0.00994944375387059,0.0046057368660586700,0.004263278155702570,0
19,4500,0.003962669382453560,0.001259263672514180,0.0011326333942106800,0.0003017055715206750,0.00016678892581515200,0.0016583207124156100,0.0027149082628609800,0.01840899861391770,0.05645573452806110,0.08015810361074730,0.07719384235401470,0.07498681739487000,0.06896437161217330,0.05866652574665990,0.06255197915561160,0.06856050246955580,0.08389514835831590,0.08021363260530130,0.07967829415429130,0.05121334133980920,0.04422129668072500,0.024207233911615300,0.01110422489945220,0.010018951220277400,1
20,4501,0.001519914303993150,0.0007582570023119930,0.0002678581351150740,4.15793325399587E-05,0.00017681118436747700,0.0005725244453197640,0.0015228066022744200,0.008098206510487010,0.028122829816264400,0.03822345400555080,0.038755247940533100,0.03489378395115270,0.025380098105131300,0.02431814420528900,0.025208695952633100,0.02742956377240180,0.034210212678316600,0.033593714802717500,0.03223534561783880,0.019035194049189700,0.015973019019701100,0.009526085190733550,0.004554757435490810,0.0026175910770814200,2
21,4502,0.0008649506455845070,0.00028616830463204500,1.92568097936967E-05,0.0001242373014292730,0.00011088480863875600,0.000547993255516417,0.0014462877098890500,0.005667256180860080,0.016212745294926300,0.02158652302816790,0.022249237634250900,0.018822684961454300,0.019021137020994400,0.015355932828618500,0.0175397547832093,0.01674478696226230,0.022198253253610600,0.021453078825613600,0.02354915247650540,0.012519685737875700,0.010377804577890300,0.004830367714806140,0.002460528694037540,0.0021180701596250500,2
22,4503,0.0010512061058760500,0.000405616493534131,0.00010134648515447200,0.0001515406630577720,0.00016101105509907800,0.0008016787089382770,0.001364942627564990,0.006649487590912350,0.022523778853948900,0.030449200199081800,0.02962671408387170,0.024006590400603600,0.022054929228276600,0.016169981487881700,0.01868359129595300,0.01827112056610860,0.024406154759087200,0.026343828190241900,0.026877453557243600,0.015493278414156300,0.01248189098163550,0.0050299665596899500,0.0022106223935167300,0.00260680257510328,2
23,4504,0.00010474464107400400,0.00015156726742470000,1.01155184105734E-05,9.77668411768145E-05,0.00010102099959368900,0.00010953330580927600,0.0005199872969853950,0.001806406805791880,0.004643397235484490,0.005130121625914960,0.005702081941779150,0.006317725827434730,0.0060256842420581000,0.0035620883292601000,0.003905093811095750,0.005914074611470610,0.006720550995811450,0.007568832111141640,0.005831367348179740,0.0045892149077931400,0.0032113855721043700,0.0008980101508715660,0.0007237221114758580,0.00026257137775563400,2
24,4505,2.26372775508589E-05,6.88656044649745E-05,0.00021545002060935800,0.0,6.37323553116324E-06,0.0002642421466684440,5.51653615902502E-05,0.001967619542835260,0.004846538311906950,0.005404617663638500,0.006672838664941660,0.0075265231489421800,0.004520369032945670,0.005441148263928630,0.007165166043153040,0.0067601852502129600,0.006506258828866810,0.007977292285903070,0.00627571470001265,0.005614528011543860,0.002955424311347350,0.0022145467487843100,0.0006734892925471650,5.61191334026478E-05,1
25,4506,0.00020086154962241100,0.0003572931663166110,1.17354559712163E-05,5.87336624223298E-06,5.87336624223298E-06,0.0002476361388821820,0.0002494834026606430,0.0021872273468400300,0.007423846178083350,0.008701829508331740,0.008987713558494890,0.009112085440557320,0.006934030885671230,0.006211843375434050,0.006106331864762230,0.007860161535274730,0.00920564526948405,0.011581620777867600,0.009392522525555230,0.006295399148121760,0.0046623202873437000,0.002428270646443370,0.001155017381566370,0.00044940226103537200,2
26,4507,0.00033564951312043800,0.00044825596132479800,0.00030790813349891200,0.0,0.0,0.0003558435798334440,0.00035026058624394400,0.004126955673644910,0.011642402072745300,0.018053554149742700,0.017489552592077500,0.016833456048370800,0.013265881445108400,0.012951291111080400,0.012296492943801400,0.015360118228929800,0.016980805733589200,0.020934729423720300,0.017118253617665000,0.012256843163472100,0.008241933125244340,0.0038629737904657500,0.0026623395581755100,0.0007763661352616980,1
27,4508,0.0007235612591937130,0.000747343583878247,0.0005010580630755810,5.5080869010069E-05,5.5080869010069E-05,0.0007243672046927860,0.0007115645091143450,0.003975151504160940,0.010797345444344000,0.01626651576238720,0.017291964879116000,0.019261975427916400,0.013112047402981800,0.012688503145508900,0.012556543807393400,0.013969713169610900,0.0191497761254639,0.02232115380500380,0.020575524021238100,0.013510771814095900,0.010024107638568400,0.003661025586303860,0.0026554541639820800,0.0019481170552838800,2
28,4509,0.0011926130027737800,0.0009266173248265000,0.0006949629936198750,0.0,0.0,0.0009266173248265000,0.0011089512462030000,0.007258702056864600,0.016562704360593100,0.027502269466001000,0.027253813702881600,0.027388113236371100,0.01849179252782330,0.021736517436598100,0.021447734456567700,0.022517992480613800,0.028981205665084200,0.032475382916834700,0.03107678452390800,0.019010728257469100,0.013367937276546100,0.0046137556856267900,0.003273150108217170,0.001970342241125560,1
29,4510,0.0011173437114809200,0.00048278926346886100,0.00036206604380454200,8.93820198785515E-06,3.45383961380551E-08,0.00048278926346886100,0.0015689744894342000,0.008903401900640350,0.017993153657945700,0.031198781142608400,0.02975286132113230,0.026578363445284400,0.020398016480786400,0.02549225254556180,0.02434465160005790,0.02649246806384460,0.028203988446851000,0.030939453031345900,0.03100291790251210,0.018226035745237200,0.012359954082014900,0.0037525437311377200,0.002131416390414240,0.0011059153144201500,1
30,4613,0.002819763972510270,0.0010607757324279000,0.0005207532951763880,0.00021237873249591300,0.00015102332600511400,0.0015698571566255500,0.0038276510396994500,0.012805048766437000,0.058171639925703500,0.07307254796734080,0.0888109290686616,0.09018193881100720,0.06852102044042070,0.05376063415256330,0.06159415697757150,0.07176052872573620,0.07167009091842520,0.06783457676085700,0.059923765297308500,0.04553617740100830,0.030515383988346900,0.015658982165837800,0.010174050852096100,0.0040162890169939600,2
31,4614,0.001829881286572840,0.0009040906463851070,0.00021647074080041800,0.0002614706608262140,3.28214678795536E-06,0.0003506677332252410,0.001149319799479710,0.00796432617433977,0.026253234785268800,0.028244384465355700,0.027705074367953800,0.02939088483573510,0.02553112462779600,0.025222259924484500,0.02752246978030470,0.02229745150397310,0.029909219161027200,0.027356905021783300,0.02301374863263640,0.021127926773238200,0.01126036322271640,0.00689030040531627,0.0041374979912035200,0.0024117785900429900,2
32,4615,0.0015990417526197100,0.0013163763612055500,0.00010909144615637900,0.0001540782540430570,2.08536944915244E-05,0.0005156487194229560,0.0008461761555552320,0.008223820977117710,0.032276224034785900,0.03608469297584300,0.027212096424310100,0.0309657209802549,0.025968834419206000,0.02469102688387100,0.03526163461848430,0.027093518728525800,0.030444574920983900,0.030513238849257400,0.022856505772617200,0.02440134097782070,0.011967547138661000,0.007504993031406460,0.0050458579189553100,0.001967368565404670,0
33,4616,0.0013174161157154700,0.0018746099833637200,8.27311243289502E-05,0.0,0.0,0.00026054589508183200,0.001773089312632700,0.008755524677809950,0.03190836797371990,0.037593498839837900,0.03123466978566490,0.03214586378901430,0.02620950416049170,0.028864285102719500,0.03566869306575760,0.03537192608388060,0.03781858366936590,0.036259946826931400,0.030726974535903800,0.02725222255825630,0.0162197111545226,0.00796915896695566,0.004636771148209400,0.001629528012522550,0
34,4617,0.0025457421819226200,0.0010463740943499000,0.0009632799536443900,7.09232059813019E-05,0.0004186492951299760,0.0011532543729465000,0.003856340407731520,0.017253281777122800,0.07165600814299520,0.10508791907549700,0.10534838486343000,0.08587554251968690,0.0580023617381274,0.048180439059307800,0.05673004634888020,0.06074558779043850,0.07652569427435980,0.06822216533497520,0.06516115617012510,0.04380740260268650,0.03477865875399300,0.016883749515605500,0.00983886150344437,0.005430611237325510,1
35,4618,0.001773219885768160,0.0013844311004645400,0.0006533225070302450,8.08502158737467E-05,0.0007515307498693500,0.0008033203726177010,0.0023110813374097000,0.012601304546253700,0.04556654475824840,0.05650194788862840,0.0605811531310988,0.058287408128019600,0.0490447423947618,0.04673443181483090,0.04624870093269210,0.05359306163850380,0.05644160765951820,0.05926764136190190,0.0557529861473771,0.03829651930961110,0.0308239808931427,0.019931781685916600,0.009223151216609160,0.005687582806261200,1
36,4619,0.0018573751137969200,0.0007505764648233850,0.0011701808400065500,0.0003356970031860670,0.00027651870920682800,0.0009160966137393080,0.001833586641264610,0.012071148600317700,0.03918992239266730,0.05448771011961850,0.055384187693881500,0.059320927567863300,0.053653898042909700,0.04814739276011010,0.05041417214974110,0.05049917839234750,0.0562866363892994,0.05664001298826980,0.05254435030322850,0.03905802628841540,0.032799200898603900,0.021510399161693700,0.00941177926233247,0.007910350482610730,2
37,4620,0.0008098442785852030,0.00047888023269968700,0.00014067379671901900,0.00017829438943308100,0.00021356173128275300,0.0006044126311641400,0.0015247739307368600,0.008167388850934070,0.02711395626609850,0.03415097613934090,0.030282879415570300,0.03200949366071040,0.027992200511275500,0.023781427513110800,0.025196149263323900,0.025012730809384400,0.03437751427926080,0.039391635942083800,0.036083064357090900,0.01998853982386210,0.014014245826095500,0.007242902349919800,0.004035840089352270,0.0026939277831354500,2
38,4621,0.00030613626298461300,0.0003518561196536910,1.7499515525001E-05,0.0002774610574937490,0.00028453612811441600,0.00032153801298011700,0.0005984655741284660,0.0024299318409181000,0.005876945225860510,0.008380312269203050,0.00620816246676232,0.006694291679412140,0.01001198399637690,0.005321074534103590,0.0049948834427191800,0.005369906937498700,0.006012362261082340,0.011673038363924200,0.007652402135321110,0.0061963145713485800,0.006013572856523550,0.0014732350082503700,0.00022226957249664200,0.0006556768495470060,2
39,4622,7.99592981076512E-05,0.0002158210555815270,3.4846327778847E-05,1.2973849834866E-05,2.38677370945185E-05,0.000211554211054512,0.00028162344876705500,0.0015787374043183200,0.005913703562216330,0.007113563517710900,0.007034553720947600,0.00794883047228899,0.005741598917751300,0.005689797603262290,0.0047528640440206800,0.005388654700623460,0.006918933451485920,0.00827781442905584,0.006516248763706560,0.0047381558594999,0.0038421690147717100,0.0020898672211087200,0.0008641687110862700,0.00022519760451427500,2
40,4623,0.00020157844184811900,0.0003648434266849280,4.83104226694975E-05,0.0,0.0,0.0003284123235621830,0.0003164186319527360,0.0028843958667165100,0.009246740688558690,0.010999411087686200,0.011108568947449500,0.010972361694477000,0.00916170259442776,0.008101974641022480,0.007704736562868610,0.0092473109968235,0.010979379327596400,0.013919749839076200,0.011609907776294800,0.007917683144916870,0.00586087978775048,0.0027210656262936200,0.0013895377943861200,0.0005446531558592930,2
41,4624,0.00023748801333221300,0.00034673215704219600,0.00015923440177173900,0.0,0.0,0.0002857501253706010,0.00017383171983990200,0.003123501322111070,0.008432608913132820,0.011431744764236600,0.011823135103472200,0.01124855832165170,0.010011330964428300,0.008459408817945090,0.009108917552594200,0.009732397867819040,0.010901062661529100,0.014187234247891100,0.011679775587558800,0.008265807781841200,0.006188672131256020,0.002508358043825670,0.0015523179823608300,0.00047044674621171900,1
42,4625,0.0008841563560643970,0.0008875493064609000,0.000662341844324582,0.0,0.0,0.0008853237207285870,0.00044488294667419500,0.005509508273863500,0.012327048775522700,0.020229769456425000,0.019096432857711300,0.01976700030984200,0.016080635816563100,0.015107343012495500,0.015139573210006100,0.015693567241752400,0.022750164698218000,0.026091858016222400,0.021390444654604600,0.014774228445887400,0.01023965890898060,0.003938717269599320,0.0029616188945190200,0.001011477879291040,1
43,4626,0.0006776900753199320,0.0006126420822956040,0.00043013729906535400,0.0,0.0,0.000580712226764788,0.0005520731646305730,0.004215776454219900,0.010189217054242400,0.015611641827436200,0.016054303849860500,0.016576592368374900,0.011528644819043200,0.012168060371958800,0.012470913806882800,0.013496424186589000,0.01728525543649360,0.019582577214343400,0.01777491114129610,0.011498761046723300,0.00828132478988558,0.0030373370675867100,0.002256125254661260,0.0011369509547566300,1
44,4627,0.0005541985728553660,0.00021235064636526300,0.000151840326140239,0.00019373439595245600,0.0,0.00021235064636526300,0.0025022595683768300,0.009052525695129210,0.020139471197184500,0.026487233912217300,0.02997753524519200,0.026585569456334700,0.028350942918231400,0.020431445739979800,0.020602713932245200,0.028494613548622100,0.026991730803345900,0.02805340605785640,0.025482533259964800,0.021705697447514600,0.012937195811199500,0.005368157573812770,0.004072222688405210,0.0008261550478018360,1
45,4730,0.00042811603309345500,0.0005272723781574310,0.00012627096292089400,0.00017671292507812200,3.28847905238181E-05,8.9237806434567E-05,0.0025178309386752800,0.008817838947880370,0.03459511210276400,0.04171661431411900,0.048732552103041800,0.04913076306610180,0.04047108644730010,0.036327142021661700,0.03493961237762590,0.04012964666183450,0.04356023214793750,0.03790046568178100,0.039793017415179000,0.029762575043993500,0.019547094118847200,0.009664202083062680,0.008162040099638620,0.003010669890098760,2
46,4731,0.0011003564529058100,0.00041032592973930800,0.0002006133822594370,0.0012143960625188300,0.0,0.0001460136114597520,0.0009305893914037820,0.010915000456682300,0.03292262653474810,0.034725265990297100,0.037725552198381000,0.0383167884106499,0.03769146996253180,0.034497663582226500,0.02779598098883220,0.03169789524731590,0.04235484959005330,0.03789677170129150,0.03862778512120660,0.028965690948735200,0.018863372588193500,0.013277170238870100,0.005927601007786900,0.003205579081715170,1
47,4732,0.0013187009293712400,0.0010578007968338500,8.26928374036589E-05,0.00022105726324234100,2.83209915901378E-05,0.00014915831210336900,0.0011950475528868500,0.011181814389416100,0.03507388263368490,0.044791834538799000,0.03700553831791510,0.03505509989870810,0.025277697069503400,0.023274641090869100,0.04153555295784290,0.037128099849633300,0.04173032206600820,0.029038508748364300,0.024192905334580900,0.02160951066902740,0.012861490796465500,0.0071434903485794600,0.005985972455285480,0.001144963687637860,0
48,4733,0.0009283959650037250,0.0016233059788914000,8.74398425040429E-05,2.10064420940184E-06,0.00011701296151226000,0.00016970158448060600,0.0015743296295208000,0.00588496673008833,0.028141620323666100,0.03962555951304090,0.03151466668210100,0.03322410129331380,0.025645297799024800,0.02440900410477700,0.03178022325584860,0.037060916059886000,0.03974100154583900,0.03528312859968780,0.025962599714810100,0.02166258376835690,0.01159823878459960,0.005106016008641430,0.003007234781248890,0.001223569385668850,0
49,4734,0.0019819820299063800,0.0011142951419883800,0.0003573717057960530,4.5900743544204E-07,0.0,0.0005109327429033390,0.002104229378599170,0.012111226531357100,0.047216208753078100,0.07055390170970550,0.06893353661818540,0.05632802167161610,0.036913379369521300,0.02998828716040290,0.03669062864698760,0.04024664459068430,0.051676318679878600,0.04943617942828940,0.04356248320921340,0.03025013510722720,0.02394730766526200,0.012522614398055700,0.0052617965457513200,0.003446698010240960,1
50,4735,0.0022834501881820200,0.0012735239296035200,0.00031395149917201400,0.0001418470820634520,0.0004259727260322810,0.0005353927568086490,0.0010988710499254100,0.012067816345452100,0.0315990986057273,0.03746996938311170,0.040497443081428000,0.04665667746885090,0.039911337981600800,0.040199295161287100,0.03298667052741960,0.04394324960324850,0.04445840513545190,0.05130013202333580,0.044630580501537300,0.031309232808145400,0.029030819362845600,0.018334293645378300,0.008196576161723190,0.0030829962499344000,1
51,4736,0.0010601717024713000,0.0005433223248956300,0.0005428161727286420,0.00015116593539451800,0.0005247468206672040,0.0012710576333506000,0.0014935736430309400,0.0076838284419284900,0.024257536300888500,0.04245434609661240,0.04221718114645230,0.04746641287306230,0.03774346057889930,0.03419842896748130,0.033936909719669300,0.036332253183926600,0.04144565807190690,0.04455700219488910,0.03703138171022090,0.023722567239460900,0.01633966113152400,0.013803476590047300,0.007544934089774230,0.0036167981141395400,2
52,4737,9.72101761717611E-05,0.000625457432865421,9.79559769593384E-06,3.29583464682009E-06,1.4014203498312E-05,0.00028040859495607600,0.001953437317685510,0.010338402490925500,0.04237884925644270,0.06167860969488720,0.051553640245459000,0.06610877086759020,0.05158467957732110,0.04540033737903390,0.04765384058534760,0.0474753031503519,0.06970713527059930,0.06817315780961330,0.05766419726272110,0.03181514804560090,0.02460887803468450,0.013608051166152400,0.010358152501134300,0.004527979257929620,2
53,4738,0.00048644696282663800,0.00018065187654420500,4.85344381020706E-06,7.38885152037138E-05,0.000263825273418824,0.00032079553490823900,0.0006377488265393690,0.004821274565927350,0.015044030503972300,0.02506288799287210,0.02444735569066600,0.02316242658674900,0.02302820376363680,0.016733811163559300,0.017204459442074200,0.020274325653073600,0.023132680503518600,0.0256241760589619,0.019681457458284300,0.012504320457783400,0.0072463682072473400,0.003464341646476800,0.002105739410531820,0.0011969386641598100,2
54,4739,0.0002203174014704340,0.00037689853341763500,3.17723832152123E-05,3.13059106503057E-05,4.23207510950508E-05,0.0003004898282649650,0.0004091045548119200,0.0032825685169166300,0.009497000882290360,0.011842350964568200,0.011621117346133200,0.010936039566098000,0.009373059916508990,0.0083267143731023,0.007807388010579100,0.010234728736871200,0.011242408796115400,0.013839196477875200,0.01104320453565750,0.007830334848206230,0.005633145284206000,0.0025092921421164200,0.001200728622340710,0.0005357940421485410,2
55,4740,0.00020413872912134000,0.0003580192359681930,7.07199308600675E-05,0.0,0.0,0.0003727925134607950,0.0004001851233682150,0.002715365597577510,0.009160167679464000,0.010065821179618400,0.010403453650721700,0.010654952461484300,0.00859566254268923,0.007788072283419930,0.007147076908326620,0.008567549487857960,0.010559504557749600,0.013060830063907900,0.011285569050656000,0.007413374348106100,0.005864261248421440,0.002542576531022730,0.0013294827825960800,0.0006454249729163440,1
56,4741,0.00018946902382043200,0.0003132620227994650,9.63839974937453E-05,0.0,0.0,0.0002609229744559820,0.0002184235411862910,0.0025713712500280300,0.0077609231271879600,0.010253298853777500,0.011287573598569000,0.010735977941597000,0.008170099566380590,0.007643186994946720,0.008113744133233810,0.00957109090576588,0.009952163031796420,0.012843686361445700,0.010376209359297300,0.0075030209833927500,0.005643071542114090,0.002547907283014960,0.0015449449246113900,0.0005425502373821630,1
57,4742,0.0004720854866146040,0.0005012799541372580,0.0003057633288044330,0.0,0.0,0.0004950706480208170,0.0002442949788467020,0.0037913691511498200,0.008626796936481030,0.013486315616582600,0.012590947135569300,0.012322783142147300,0.0104338629445576,0.009486910829869030,0.009760392398720750,0.011034721663411000,0.013740302917921400,0.016450833853724600,0.012423080696996100,0.009508619776144740,0.0061871225550078600,0.0026353602301745700,0.0017684070591547800,0.00042567729915121400,1
58,4743,8.31495593070259E-05,0.00011219679360810500,1.98108359180829E-06,2.80516817346863E-05,1.15532503802947E-05,8.85310284021958E-05,0.00025113830960884000,0.0014946540935320600,0.0044516128043867700,0.004715140814933340,0.005964339925542190,0.005576131630926440,0.0041610988607378500,0.0037477081526420600,0.004239305531636800,0.005070061558436810,0.004653198766062390,0.006040053630914470,0.0047939711370423100,0.003660657953988800,0.0028726393663119200,0.0013004974495120400,0.0008285665873911840,0.000273193325503118,1
59,4744,0.00043548184805603500,0.0003244370862110420,0.00023236378064941600,7.09320244488896E-05,0.0,0.0003214430464315710,0.0009710446520475540,0.004628980012395760,0.010119539516894100,0.013974662470314400,0.01474741555693590,0.013639202429636500,0.013947382945497800,0.010594657218028700,0.010698780318174800,0.013706315969156100,0.015111279276566600,0.016079823340515600,0.013393337271289500,0.010878648291598900,0.006921918851092970,0.0028200839790039000,0.0022187960147400400,0.00029902296264928600,1
