,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23,WHF
10,4389,0.0006206865557873870,0.00046310462409644400,0.0001030503856900060,5.10329198073936E-05,8.72940646850523E-05,9.99267331759657E-05,0.00043923537779308000,0.0029190061229956700,0.0009786630992036410,0.0012633133438646300,0.00207013666947953,0.0012864211238186000,0.0019857852127507500,0.0016387333246715900,0.0023673358162845600,0.0016320779454730800,0.0021298731872443600,0.002413336585581570,0.002579141116820600,0.0018998328272570200,0.0022385645416318200,0.0022130521040918300,0.0019826110179797200,0.0008047645110729660,1
11,4390,0.001201487715692800,0.0008570013091518540,0.000546753216266975,0.0005633634680267610,0.0006136457638262890,0.0008854756160945000,0.001995665636154860,0.003200154504325950,0.0038875039872055700,0.003694881749821010,0.003634752176699310,0.004015638499505680,0.004538123149640270,0.005177417608779210,0.003472430679611210,0.0045639762482504100,0.0038545416240021700,0.004799614791940000,0.0040749079008235900,0.005315418599268240,0.005615644807265440,0.004636336682879830,0.003779106636890500,0.002367897725149200,1
12,4391,0.0008979912230838780,0.0013138078265519500,0.0006038512926973100,0.000612497328218722,0.0005941935293295790,0.0008399841444348240,0.0017931574664478700,0.002951831068541970,0.003360206851552520,0.0041426941718880500,0.003960153540084550,0.0035710279425776300,0.003928630095138550,0.004259917328920580,0.0033918435821237400,0.004773861559110160,0.004007906148798430,0.004401539514858090,0.0044513241065978800,0.005314616840031020,0.005381004738850250,0.0037212603726902500,0.005084130633676400,0.0031562545460248400,1
13,4392,0.0016421726481808800,0.0018149206018005800,0.0010526594787689900,0.0011266365938449900,0.0011266365938449900,0.0016421726481808800,0.005494798810414680,0.006205931088549970,0.00846299689207987,0.010008523026987400,0.00946048127805806,0.00940344345499925,0.00771938637719099,0.011178427634137800,0.008587428196287210,0.011351417653828200,0.008852713917022690,0.010093249264478600,0.009859588148940190,0.012604000379062300,0.012068541928190700,0.009055974323435400,0.009052164874223060,0.005931853332176600,1
14,4393,0.0016803211117214300,0.0014886680248181300,0.0014141588636590600,0.001339766256220240,0.001339766256220240,0.0015678696357255700,0.009495930899672450,0.008487490937806130,0.014632012661962500,0.016828821878270400,0.019085195432846500,0.016746688541389700,0.010660621298289900,0.01839408709517460,0.017886306200709300,0.016943181461931700,0.01542228396259790,0.01815577263686820,0.015995822525394000,0.01649633106098890,0.018117704618404500,0.013033984078398600,0.010192576016491500,0.007547779905477590,1
15,4496,0.0024823352795343600,0.00016890682423619700,0.0,1.42073568252815E-05,0.00021689237003394600,0.00021640220089811300,0.0005447875904363240,0.002527227702844530,0.007616874408320840,0.010392805600919200,0.014472102752199000,0.009223795045173020,0.008946447089643870,0.0137152638556427,0.010945234404396600,0.011205026891124800,0.007778260571842060,0.007796218525259670,0.010815760626532300,0.007590297100641910,0.010263745634197900,0.011650064180749900,0.007582084818889180,0.006666330414716040,1
16,4497,0.006205005003530900,0.0017149151479727400,8.46747387962113E-07,1.48741243854157E-05,8.14576855836348E-06,6.68058294569658E-05,0.001009000882820300,0.004253217999772160,0.00930910148408023,0.005665440043047370,0.005877363184511120,0.006732771046811450,0.007974968980106560,0.008051225192418760,0.007465843777309300,0.006023413499809420,0.005955837778381620,0.006968482363064450,0.009446557536967660,0.00590963295250856,0.008640958080424800,0.005478821476715770,0.005729888816175540,0.0028342682680977600,1
17,4498,0.006649405886259340,0.0022574902395924100,0.0001275918685203920,0.0,8.23363515554947E-06,8.23363515554947E-06,0.0014869794074981400,0.005671740162664980,0.009602157087308110,0.006251567107694730,0.005730897611357210,0.0073462344958039200,0.008553544323223450,0.007580601720649120,0.006629446389350790,0.005367400095350540,0.005987449960446920,0.007247351958934230,0.010119307155543100,0.006192805042844280,0.008145944086627020,0.00541382265530577,0.008359452825873610,0.00298805668435542,1
18,4499,0.002696892493708190,0.0013156420981304500,0.0014559899276903900,0.0,7.87389275188634E-05,0.00013107442334855700,0.0020252813297517700,0.011207267621349200,0.011195248283092400,0.013314712190646500,0.010240109816366600,0.009900436432530930,0.01361437776118180,0.018163968540828800,0.013060587810781100,0.015094781756440200,0.01665762865163780,0.01707135726616670,0.01615469579356260,0.013557665500887700,0.01682885615193490,0.015090577467721800,0.011903464300598000,0.009413686125722990,0
19,4500,0.008555018302267620,0.005590072383519570,0.004586773052675960,0.003413769233785210,0.003442107559102610,0.0022911082196519000,0.0026863284303643300,0.017354079459212700,0.019875848026919300,0.0256417986828494,0.031603947713131300,0.02149698053297050,0.0292891949403924,0.029782625309861500,0.022167867788865400,0.02404343879821950,0.02683455623077840,0.03293673649574720,0.02921658326261210,0.02481066171846050,0.030389369771299300,0.025981625699458300,0.02489561260726160,0.015247121716290300,1
20,4501,0.002338328984554730,0.0017866069893619100,0.0012122269895479100,0.0010018714463292900,0.001255775490202110,0.0010227496399232100,0.0014428639651535700,0.005299353927607520,0.009033313813861050,0.008584692862612230,0.008162867603543140,0.010783510963565300,0.011668451858052900,0.012550077996735800,0.009560618120191410,0.00943766844424867,0.01161531206591460,0.014963873918022500,0.014092552829771000,0.009156450316149880,0.013484314819956700,0.00943591450393878,0.008113503979251430,0.006220810512120510,2
21,4502,0.0008447898014303050,0.0006995343852625750,0.0006492771773873080,0.0,8.49574654464697E-05,4.14637171547317E-05,0.0009281567493357910,0.005187263485010630,0.005498003724980140,0.0070278310238653700,0.005136897741854850,0.007336030297602770,0.0072039822222211800,0.00804889819311236,0.005079294436560500,0.007138626011508040,0.007094331096081520,0.010093183975606400,0.00855249167111192,0.00670151550720686,0.008717222645394110,0.006547298897082000,0.0058625396340194300,0.00446775410629975,2
22,4503,0.0014490277355073000,0.0009037718197186100,0.0007573753957582880,7.51141134708388E-05,0.0003445786349441750,0.0001589354972108940,0.0010843569081736000,0.007458827947887430,0.00648100072447905,0.008268187590966600,0.007083861261153790,0.007258651991775240,0.009072843231212620,0.008807513995733290,0.006576167747202810,0.0076855201068314400,0.00795389157297586,0.009447215382638810,0.008827754923242310,0.007644420701281600,0.00907760722446166,0.007518243427423310,0.007231842571430430,0.006359686931420860,2
23,4504,0.0003941831277582340,0.00021321934355755700,5.46123844168628E-05,4.82667074122E-05,9.55942751599126E-05,8.62400212478544E-05,0.0012041020216818400,0.002092814806231430,0.0025153853162081700,0.0017852336045567700,0.0018492935759035100,0.0017878178296834600,0.0031068862859522200,0.002190140873971250,0.0020816303121584900,0.002118137625881170,0.0030559624874565200,0.0044678905419499100,0.0017984341158373500,0.0030177143420353800,0.0025587665849084,0.0025550920006377300,0.0014123247522897600,0.0008639088901700870,2
24,4505,0.0008923780268550970,0.0005589406417995050,0.00015066266107215300,6.96721015679041E-05,0.0001628936756836970,9.7801597016266E-05,0.0007387964977920580,0.004734359988775530,0.0009546670830478040,0.0014266389133671800,0.002079702097663260,0.0012025823164946700,0.0017146784743223600,0.002157806542470320,0.00312307015869293,0.0026340665561983800,0.0033599148131168700,0.0034835606242353200,0.0045080508948769300,0.003515328339235760,0.0036839866451831300,0.003620340092936060,0.003439008836055540,0.0010005017970558400,1
25,4506,0.0007075627675135480,0.0004181919104518740,0.00037548521910566800,0.0003674307157889270,0.0004436770582550470,0.00037591366299072200,0.0007596219264718580,0.0018999310452736100,0.0022131549373597000,0.0014741939194915800,0.002351021643962990,0.0020573357823988600,0.0029558335847452800,0.002834647276734640,0.0024133543696440100,0.0024046342427063000,0.0028400951002371900,0.0032986821554632300,0.003860602190584970,0.0037237295029017200,0.0034409580450293900,0.003856464024272900,0.00317761283002855,0.001710196141065180,2
26,4507,0.0015573042858217400,0.0008571293510921970,0.0005197178954787710,0.00048451016695123400,0.0007041422669727660,0.0007493004867925940,0.0017030588219828500,0.003305335889005630,0.0048709736791754300,0.003864722516807180,0.004051138799506870,0.00500002912386012,0.005538463018758760,0.005882573952272160,0.004121624162975850,0.004633843178464770,0.004325960580282410,0.005738503514168800,0.0060796567892327800,0.0059541642551052500,0.007169170932919090,0.005578510912436230,0.004814552743550010,0.002742542738327050,1
27,4508,0.0013432887259330400,0.0015646007956171700,0.0007223029431745450,0.0007870016181253590,0.0007784134057705500,0.0011930552124105700,0.0029697652065022500,0.00452196949991237,0.005066445351700530,0.006324543711725900,0.005698218855046980,0.005663540626295670,0.005756103663220210,0.006780180304284260,0.0046784588087680700,0.0072251426641300500,0.005441270605611600,0.005952381919568330,0.0062639344637587700,0.008315653547775700,0.007643627240179430,0.005901400333162470,0.007074248881722170,0.00445989454375033,2
28,4509,0.0016152565671115700,0.0017473325869164600,0.0009871012354570700,0.0010768377114077100,0.0010768377114077100,0.0016152565671115700,0.005860441705549470,0.006476039236203890,0.009056127850918050,0.010644443889385000,0.010247646301066000,0.01016864542369830,0.008157810239282480,0.012070655248304600,0.009464180767381230,0.012149519719335900,0.009451610824139400,0.010821832855511800,0.010460260445741100,0.013364235924984000,0.012894017301327800,0.009675331748380520,0.0093582949900915,0.006157747080174850,1
29,4510,0.0019518751768451100,0.0017788971371470600,0.001644576745175130,0.0015691871498356000,0.0015657381170046200,0.0018540705056112300,0.007171043240621930,0.006864380833391730,0.0108800451911687,0.012056780782261000,0.012747236496259000,0.011790717643779700,0.008845491554844730,0.013174594216621300,0.011989782827472600,0.012569887599543000,0.011420982288494800,0.013683279769839700,0.012062166178423200,0.01265878716130250,0.013525578898518400,0.009887600096258420,0.008635231396351240,0.005846638927512850,1
30,4613,0.0067401162503824900,0.0018766128889614000,0.015503097924978300,0.016740619088289400,0.016498197009329400,0.017182461831288900,0.01351049647377950,0.007854262726500940,0.019546721750792600,0.017300906257195300,0.02522636103095050,0.022829377095768800,0.022037664729659400,0.02518404082813690,0.025809154683258100,0.02120824079651340,0.02159195000649340,0.026177340434415100,0.03279167790039210,0.020995242321101300,0.019444125971644700,0.01971862204170340,0.015408207333269500,0.012415576919380100,2
31,4614,0.0038781259250260900,0.001067680417561480,3.68127707027043E-06,0.0,4.70869219058461E-05,0.00010064447175203900,0.0008005821366562200,0.004197419070541970,0.009078584227910410,0.007881049139867030,0.0093713875019725,0.00908510486170495,0.010425853465013800,0.010894759582272000,0.008940944163760320,0.008337759883693270,0.0075252101241277000,0.00787969429429811,0.010799492523819200,0.006741319903254590,0.010127902957190000,0.007572198255326710,0.006284495457064670,0.003747651297125580,2
32,4615,0.005400225085787400,0.0031553440118739600,0.001103634397563120,0.001121671167853160,0.0010896234202002100,0.0007302504881892420,0.0011251477707246100,0.005223390860269850,0.008805948867719590,0.00593582108857986,0.008184183889968290,0.007126647761033830,0.009252741268795760,0.008118192990934760,0.006978645886739120,0.007708303143724270,0.007907464919167270,0.010031165846839700,0.011238250732243300,0.00586196924299368,0.008424186234661330,0.005815923255057270,0.006120203792046770,0.003878904825409050,0
33,4616,0.003100758410261030,0.0025969780332650100,0.001373739478993320,0.0011261292836430500,0.0010896234201256900,0.0008157190759802940,0.001649598341509710,0.005914102258255700,0.009857825500306540,0.0066424840145476500,0.011173880305121400,0.007549652985894310,0.01191211232211590,0.012793037755829500,0.012560054898599100,0.010088583791145000,0.016412946803221200,0.015570306392563200,0.012076239178453000,0.009235465347333490,0.009482926041647580,0.011321610604270900,0.005604277258305650,0.005202283918432850,0
34,4617,0.005306758844693550,0.0041082911178631500,0.001552054103920730,0.0011964232224273400,0.002443126223801100,0.0010645970905310900,0.002675655552353710,0.012039120743712400,0.017317900632674100,0.01820443817174680,0.020893909165827900,0.025564954268484000,0.026179823597318300,0.02145616145935210,0.018089284924557900,0.01699518942108750,0.02400209291537710,0.03331920946540410,0.027179365998989000,0.021302388631429100,0.023884776981998600,0.014726833805418200,0.018675069865593100,0.01537092644624300,1
35,4618,0.003607526633401090,0.002293005078363100,0.0004757818489639880,3.97977612458461E-05,0.00021138219647534300,0.00039816240465635,0.0028175431967746300,0.009543946637973950,0.014136591967247500,0.01526264510211790,0.02026708213859230,0.020893854772716200,0.021093388268278600,0.019590400094468200,0.018512262121674700,0.013299030709791000,0.024917753640134900,0.02860947264721180,0.026993675332137200,0.020041201651992400,0.027034316092272600,0.018196923270954100,0.015103338876829100,0.0126869505445284,1
36,4619,0.004517022766897150,0.0019509062322394700,0.0006657295526982320,0.0,0.0001317022279729360,0.00025316146635518800,0.0026525421718784400,0.011737380354021100,0.01516901520087360,0.019614280885073900,0.026600221235769500,0.022085606663175700,0.021839956851093100,0.020822500447908900,0.017056808449493400,0.014357394128318600,0.020111956771182800,0.0301049374808426,0.029906231853426,0.021869903952365400,0.02691330759469630,0.020438316313485000,0.019908325486200900,0.013774275634325000,2
37,4620,0.001910591242538210,0.0008539971131202180,0.0004499137162472920,0.0,0.0001576086235227880,7.71741831165618E-05,0.0015052183965623300,0.006329277340690660,0.008843044656865920,0.008547838092879200,0.00799114721512861,0.009722961013480580,0.010243615359287000,0.011398671144082600,0.009122295622319290,0.008774348273293940,0.009151593201218440,0.014317602196796800,0.015696965695799000,0.009663733064982180,0.010480598634189600,0.008796583670288840,0.007450418645081820,0.00616591235776993,2
38,4621,0.0008767476887743190,0.0001232980534820000,5.38837048655745E-05,5.52297520048389E-05,5.49329413527189E-05,0.000158240638671384,0.00045943325634863900,0.0028321908611572700,0.0025179163052010300,0.0024221008912119500,0.004098507091485350,0.003196859369221040,0.004052848629356890,0.0032248333404866700,0.0026279866142764600,0.0019070003938549200,0.0023321448192198500,0.0028123764072991100,0.0016939322001092100,0.0016297970708136000,0.0021639892148870300,0.0030651610798170900,0.0019270265247372400,0.001374485267026160,2
39,4622,0.0007258605959639570,0.00037007538341361700,0.00024454522369433500,0.00023590631920715700,0.0002848708629004820,0.00024750120257236500,0.0005583163800657290,0.0016772187122026200,0.0016915358509202900,0.001156264721505320,0.0018562149344228600,0.001704202588393460,0.0025304923708688500,0.002302825187537330,0.0016778520738281800,0.0015619236982252700,0.002117286301100220,0.0023004613013557000,0.0028923001380939300,0.0024130878265812700,0.002376991004428720,0.002103938991653350,0.0019282867906670200,0.0013245726023644200,2
40,4623,0.000764726785277179,0.00047248356835374900,0.0004201071115650120,0.0004263451517511030,0.0005118760094733290,0.0004911542019904170,0.0009319642001598000,0.002323739119468610,0.0027168173604553200,0.0019184709839456800,0.0030086979547239500,0.002536312622046170,0.0034083248712652000,0.0036186046093858200,0.0024493845798774300,0.002864243971610550,0.0032977937180824900,0.0038287211257278300,0.004138546287931370,0.004303340800142510,0.004385077044021190,0.004250441824106050,0.003604895200384610,0.001962868235972100,2
41,4624,0.0007181133179608200,0.0007047803024415490,0.0003538322254503280,0.0003743932253831100,0.0003985950422370260,0.0005714689363476160,0.0010998225441269800,0.0025406276236158100,0.0031310884345312600,0.0026823481695297900,0.003314787167289430,0.0030379351922550800,0.003676882833414080,0.00379701402245591,0.002846680780133750,0.003613087709731840,0.0033636373769573700,0.004288339189256820,0.003593280918734330,0.004074853473920240,0.004952547730845900,0.004018544680590570,0.0036920587184638100,0.0020599213999472600,1
42,4625,0.0016418942140557900,0.001551058338367680,0.0009447560166378570,0.0010302803158163600,0.0010527645002297800,0.0015699879170958800,0.003687793764133820,0.004990925696836770,0.006323570856660800,0.006499762075303490,0.005462670681664750,0.006305336300031670,0.0063244742519595200,0.007841264210120270,0.00487388513164089,0.008097887062915060,0.005990873730313700,0.00737251434932254,0.006804531244624890,0.009470948637855480,0.009191319835230850,0.007577525369147560,0.006944683955281590,0.0042374422285494600,1
43,4626,0.0011096582807405000,0.0012228683169975000,0.0006335414867040040,0.0006890825813340950,0.0006785721488198480,0.0010354194729997700,0.003077535267245890,0.0038791467815420700,0.005083971524311220,0.005815379659920430,0.005297202280179110,0.0054964483176416400,0.00507909145624809,0.00660399064597741,0.005096374399199000,0.006967089286197360,0.0053798763133864000,0.0061047105498328400,0.005882431600292910,0.007792217396493160,0.007641519058685300,0.00555969111887838,0.006054096090608120,0.0037367765956498100,1
44,4627,0.001628910027030580,0.0010529417834230700,0.0003046398994490700,0.0003909697100758770,0.0003184782185708020,0.0005834805717859260,0.0019070210472755000,0.005665656262773480,0.007035549437286270,0.006540514917150020,0.006574366214333130,0.006919345451010270,0.017434772100441800,0.008335453901725170,0.008823590013632870,0.006797756000069880,0.007951809714528950,0.008550125099856680,0.00837045372793979,0.008252459905356010,0.008392137332834970,0.006487883357472420,0.00894553027248502,0.003881785284134930,1
45,4730,0.004267914211403790,0.0003442465702949740,0.0,7.39404680025712E-07,0.00016664169219598100,0.00038275511542873700,0.0006851802967424300,0.004351170198877050,0.010117074297166500,0.009717849418584360,0.01587581874666990,0.012678620995102300,0.013376136177742300,0.015818652049520300,0.015955147069041600,0.012317171444868400,0.011757696773969000,0.010428737618339900,0.01255139803537450,0.00866254575120938,0.012608764570550200,0.013601719827297900,0.00923081999400283,0.009003983379299670,2
46,4731,0.002606662094157470,0.0007727118695858100,0.0004184337977703500,0.00042911730602196800,0.0004473376652065350,0.0006642163319425070,0.0007488758515575320,0.006072681651969280,0.012226425102559900,0.012807370265593000,0.015015577343066300,0.014007981332168500,0.014250840457318300,0.015512249959831100,0.015452034133366800,0.01341129634684620,0.0150657980762991,0.014359251456229700,0.014951017745279700,0.008276522031214880,0.015165593429514600,0.01087220121248980,0.008067853747925880,0.006580364036383590,1
47,4732,0.002491027750642130,0.0030161747615661300,0.0006829228258631250,0.0006925538617681890,0.00070085960594281,0.0005152007317564910,0.0007278702385269870,0.006057198749940560,0.009048089271532590,0.005742724620499080,0.009306312246003720,0.0058275089077852100,0.008516277460536260,0.006644316982964950,0.006466290382858590,0.010215926692553500,0.00858155271014348,0.010384865374784700,0.01238844227881070,0.004732912821772010,0.008159193141682960,0.005464441508225020,0.004727299156471820,0.005294171282922840,0
48,4733,0.0015966233268347600,0.001452651258530610,2.55752371788773E-05,0.00010830869674611900,0.00011112065370401100,0.00017849454737315200,0.0011581380519817500,0.006673228475206380,0.008294159154894100,0.006182169141691790,0.011290334900892200,0.008673743745202320,0.010634903533004900,0.008341986394815990,0.010764957763256200,0.010923572336617400,0.011734332026135100,0.011863271201927500,0.009489285515255640,0.007514014774700860,0.005990444753716970,0.00909934944035224,0.005405942179145610,0.00571777621311343,0
49,4734,0.002619058017360250,0.0010242022031461600,0.00021922807247546200,8.83308714859596E-05,0.0009591767652862560,0.00033210990983413400,0.0022902910971160600,0.007348407153806200,0.012717164176121000,0.01137660500525080,0.011425456942243300,0.015495128309712400,0.01602415260109620,0.016404678683629400,0.01634278710001810,0.01332530437718520,0.0197420671119827,0.021616693658042400,0.026290385152211000,0.01403320458814690,0.017970548096815100,0.012708683158791700,0.010292686645790500,0.010102080116627800,1
50,4735,0.0034552256779771400,0.001252830419476460,0.0004897567773383630,2.97207724455087E-06,1.40187411334359E-05,0.0003925063121920800,0.0026699326577175200,0.010213247583537900,0.014844084892642800,0.01213281161336370,0.012839508021325200,0.013719688246385300,0.01770436027905750,0.021798706020751500,0.016809609821273100,0.012515157578827200,0.023562983419566600,0.025360855482583700,0.035693788154655500,0.01703240737536680,0.027565652028147400,0.019089820944872100,0.013960574292266200,0.01234141078064960,1
51,4736,0.002031889731081820,0.0004938750448331370,0.000261393157233587,0.0,0.00011711499850168700,0.0004139301861044510,0.0019309526208428900,0.006284008337074550,0.008843903909110850,0.011621736459792200,0.010721469374232300,0.014408278124396500,0.01117409315694550,0.012398398956628400,0.011614332501865200,0.009558080194699300,0.010765949961097200,0.017693753587880800,0.030986668246311600,0.010542316787944800,0.017284581553839500,0.012920674885934500,0.008856069842523390,0.010533856566353900,2
52,4737,0.0027638173421405200,0.001060422045530550,0.0006423764478046110,0.0,5.05403630052521E-06,0.0001407935594914160,0.001648075942355030,0.005175466655213780,0.01432010151301500,0.017901706895415900,0.017035854058810700,0.02143265752313540,0.01856636714331900,0.016888399160756600,0.01605258416198500,0.016041984178937700,0.01789696426599330,0.0244208901549035,0.026094613465461700,0.016174786770685600,0.01543566065809220,0.013838761831136500,0.012229906876231400,0.0085867193134673,2
53,4738,0.0016749118188758000,5.74715408222241E-05,0.00023282155483509500,4.17228369210085E-05,9.07251679038449E-05,0.00017465622851554500,0.00035250042038640100,0.0030502054889355700,0.003994730232629470,0.004470954992898990,0.004959337788067160,0.004756014040314870,0.0050355883928915300,0.004658331242118090,0.0046809573772672100,0.005099841763547010,0.0042096511888667800,0.005914734286683150,0.005860780348982150,0.004793207920771480,0.004792161236667370,0.005284394067749070,0.003256805537470490,0.002123569030914570,2
54,4739,0.0010284690582331300,0.00038370698966438700,0.00037156351153301500,0.000371399247834413,0.00044897647016573900,0.0004271736282264170,0.0010387422932852900,0.002161431575801070,0.002889956282499230,0.002102040083722710,0.002883931020482120,0.002683968097732410,0.003717891531856110,0.0034680228022120900,0.002967334222110480,0.0027946932057461300,0.0031488651955998200,0.00418213776867571,0.0038815688872327400,0.0038069569137998100,0.004385399617339880,0.0035858764355698,0.003002764164152270,0.0021079313500440600,2
55,4740,0.0007623646577758060,0.0005343708147521500,0.00044258974575177400,0.00045172139367132800,0.000520899878388939,0.0005347233099972680,0.001071206742913150,0.0023843607657467700,0.00251044868609249,0.002065280925683080,0.003039841266710290,0.002499418565037510,0.0032730917801320400,0.0037064274465949700,0.0024005733635578200,0.002889036356359150,0.0033464061373277800,0.0035740637393707500,0.003888826484381100,0.004341882317556520,0.004258741564784310,0.003865536278637900,0.0036125756628743700,0.0020144371967812100,1
56,4741,0.000680467474098265,0.0006604828579572500,0.0003387314983896980,0.000351176995995366,0.00038828494691478400,0.00043651758077632700,0.0008918877721971340,0.0021115072328837500,0.002858606700226320,0.0022698288806825800,0.002420908702866330,0.002574570206133620,0.003647570417998940,0.0032100131963479100,0.0025582240868797500,0.0032987738338227200,0.0030849012651764600,0.003986905526128850,0.0037517735618012100,0.003764964391653150,0.004407035358943070,0.0036025851103969900,0.0033148481211367700,0.00212759075495111,1
57,4742,0.0010855961487858400,0.0007842885752887580,0.0005608212270555130,0.0006003026438413620,0.0006476830581976510,0.0008349822018720330,0.0019411168009268400,0.0027880335992812000,0.003942219974845580,0.0033287899541902000,0.0029048557497992600,0.0036019737421215200,0.004159429952283130,0.004497192310378320,0.0029435774319783100,0.00459678729779161,0.003620821253480170,0.004642233716540900,0.004352332411770930,0.005703126929221060,0.006260737423399250,0.004729654689639980,0.0038398670398419100,0.0024087452099215000,1
58,4743,0.00041085320905526300,0.0002928841330031770,0.00011698313690050600,0.0001146791593669460,0.00011235929562722400,0.00014334584884277500,0.00033870413767446100,0.0011115102093526000,0.0013503947165059500,0.0012091488151253800,0.0012609150298265500,0.0012175497068623300,0.0021183467578920200,0.0016221412436397200,0.0017199599617691700,0.0016364418546842000,0.0016578890890236100,0.0019057286225407800,0.0018742729071492800,0.0018937779148976100,0.002338854764487150,0.0014671448350943400,0.0019787695589491800,0.001043181497223180,1
